MJD	m	dm	uJy	duJy	F	err	chi/N	RA	Dec	x	y	maj	min	phi	apfit	mag5sig	Sky	Obs
59233.48704605	>16.7	0.0	-655.0874835235901	365.7571783006711	c	>16.7	0.96	170.420820357143	20.1747992857143	4543.29	10065.7	2.94	2.31	>16.7	-0.4037	15.71	181.0	01a59233o0140c
59233.48980645	>18.0	0.0	78.28564214832116	112.05591915347932	c	>18.0	1.18	170.420820357143	20.1747992857143	4600.67	10144.4	2.76	2.19	>18.0	-0.4117	17.03	180.5	01a59233o0146c
59233.49487465	>18.02	0.0	67.1785527838459	107.48568445415343	c	>18.02	1.1	170.420820357143	20.1747992857143	4622.75	10029.2	2.86	2.65	>18.02	-0.3867	17.03	180.1	01a59233o0157c
59235.52469575	>19.78	0.0	-25.45583774162443	21.589128211251097	c	>19.78	1.03	170.420820357143	20.1747992857143	4191.03	2497.97	2.51	2.3	>19.78	-0.4077	18.74	181.7	02a59235o0669c
59235.52705445	>19.76	0.0	0.6322441831769321	21.81242431960415	c	>19.76	1.21	170.420820357143	20.1747992857143	4211.09	2534.37	2.55	2.33	>19.76	-0.4007	18.77	182.6	02a59235o0673c
59235.53027125	>19.81	0.0	-11.61695155537888	20.722129801486645	c	>19.81	1.33	170.420820357143	20.1747992857143	4154.11	2457.02	2.58	2.36	>19.81	-0.3957	18.75	182.4	02a59235o0680c
59235.53545295	>19.79	0.0	9.942407371847295	21.167706017481336	c	>19.79	1.24	170.420820357143	20.1747992857143	4136.12	2573.39	2.63	2.42	>19.79	-0.3947	18.82	181.9	02a59235o0691c
59237.61138105	>17.39757936481228	0.0	216.51335432931248	132.8408628155941	c	>17.39757936481228	1.08	170.420820357143	20.1747992857143	5952.5	440.33	2.79	2.24	>17.39757936481228	-0.3817	17.76	179.6	01a59237o0008c
59237.61460195	>19.16	0.0	-85.90925498650498	37.58529905659593	c	>19.16	0.88	170.420820357143	20.1747992857143	5974.01	480.17	2.46	2.23	>19.16	-0.3887	16.9	180.6	01a59237o0015c
59237.62058515	>16.68	0.0	282.9954167444728	367.5265152525619	c	>16.68	1.09	170.420820357143	20.1747992857143	5917.22	403.61	2.38	2.22	>16.68	-0.3817	16.12	181.1	01a59237o0028c
59253.46112475	20.06	0.28	34.26440761793101	10.163171751081233	c	20.06	1.37	170.420820357143	20.1747992857143	2460.14	6340.78	2.99	2.62	20.06	-0.3587	19.67	181.0	01a59253o0495c
59253.46389065	>20.09970669691144	0.0	24.524232790011016	11.081320001412385	c	>20.09970669691144	1.84	170.420820357143	20.1747992857143	2440.58	6302.68	3.34	2.97	>20.09970669691144	-0.3457	19.54	181.6	01a59253o0501c
59253.46665325	>20.004264675097907	0.0	25.36757063985114	12.062900723845297	c	>20.004264675097907	1.27	170.420820357143	20.1747992857143	2499.1	6379.55	3.26	3.01	>20.004264675097907	-0.3337	19.55	180.4	01a59253o0507c
59253.47181525	>20.356453327014112	0.0	17.47589122240276	8.6843385829118	c	>20.356453327014112	1.88	170.420820357143	20.1747992857143	2517.11	6261.62	2.5	2.22	>20.356453327014112	-0.4037	19.84	181.5	01a59253o0518c
59255.46378535	>20.52	0.0	3.0540944770610072	10.755724027910505	c	>20.52	1.53	170.420820357143	20.1747992857143	1124.72	8670.29	2.56	2.33	>20.52	-0.3957	19.8	181.0	02a59255o0533c
59255.46607225	>20.41	0.0	1.8725600843951824	11.904131965083662	c	>20.41	1.32	170.420820357143	20.1747992857143	1144.03	8709.66	2.57	2.34	>20.41	-0.3947	19.79	179.9	02a59255o0538c
59255.46981455	>20.151751903146252	0.0	31.103971941434725	10.543719302181264	c	>20.151751903146252	1.64	170.420820357143	20.1747992857143	1085.43	8630.56	2.57	2.31	>20.151751903146252	-0.3947	19.79	180.8	02a59255o0546c
59255.47510665	>20.096833171218524	0.0	28.583359872446454	11.072833103740518	c	>20.096833171218524	1.25	170.420820357143	20.1747992857143	1062.31	8748.69	2.51	2.3	>20.096833171218524	-0.3987	19.77	180.9	02a59255o0557c
59257.50391135	>20.063152771115483	0.0	13.56119166420008	11.426559642983397	c	>20.063152771115483	1.28	170.420820357143	20.1747992857143	9243.89	8771.62	2.66	2.54	>20.063152771115483	-0.3717	19.73	180.3	01a59257o0634c
59257.50722675	>20.273877696554315	0.0	16.648187944572207	9.433973168590917	c	>20.273877696554315	1.1	170.420820357143	20.1747992857143	9265.62	8809.32	2.5	2.38	>20.273877696554315	-0.3777	19.83	181.2	01a59257o0641c
59257.53170885	>20.30259516882726	0.0	19.08379163158313	9.172872220705703	c	>20.30259516882726	1.18	170.420820357143	20.1747992857143	9213.2	8725.87	2.42	2.31	>20.30259516882726	-0.3867	19.87	181.3	01a59257o0690c
59257.53788295	>20.322781360694382	0.0	17.065236656000614	8.992460034299725	c	>20.322781360694382	1.21	170.420820357143	20.1747992857143	9196.37	8842.0	2.4	2.27	>20.322781360694382	-0.3807	19.86	179.7	01a59257o0703c
59261.43564685	>20.43	0.0	1.596316563557929	11.542596690341949	c	>20.43	1.99	170.420820357143	20.1747992857143	1310.47	1784.47	2.56	2.38	>20.43	-0.3827	19.73	179.0	01a59261o0473c
59261.43796335	>20.56	0.0	-1.671854231712782	10.344598058722841	c	>20.56	1.15	170.420820357143	20.1747992857143	1289.07	1745.27	2.4	2.26	>20.56	-0.3877	19.81	181.2	01a59261o0478c
59261.44316775	>20.64	0.0	5.018553790836582	9.627429721196707	c	>20.64	1.24	170.420820357143	20.1747992857143	1349.25	1821.84	2.39	2.27	>20.64	-0.3877	19.84	181.2	01a59261o0489c
59261.46015955	>20.65	0.0	-9.456539130075274	9.549250298017188	c	>20.65	1.62	170.420820357143	20.1747992857143	1369.05	1704.53	2.28	2.15	>20.65	-0.3927	19.9	180.8	01a59261o0522c
59263.52538915	>18.27	0.0	-46.67268439613764	86.30043529851865	c	>18.27	0.89	170.420820357143	20.1747992857143	4388.67	6226.73	2.55	2.32	>18.27	-0.4037	17.53	179.4	02a59263o0382c
59263.52837165	>18.85	0.0	16.546425227323798	50.32871006644322	c	>18.85	1.09	170.420820357143	20.1747992857143	4374.05	6191.03	2.49	2.28	>18.85	-0.3987	17.83	181.0	02a59263o0388c
59263.53359535	>17.686677118008827	0.0	221.35592257491257	102.16427195765198	c	>17.686677118008827	1.0	170.420820357143	20.1747992857143	4432.01	6266.98	2.54	2.31	>17.686677118008827	-0.4077	17.09	181.5	02a59263o0399c
59267.66739735	>17.951483293333734	0.0	112.46050149130667	79.6682804957107	c	>17.951483293333734	0.95	170.420820357143	20.1747992857143	335.36	9842.36	3.03	2.85	>17.951483293333734	-0.3657	17.48	188.3	02a59267o0912c
59267.66831205	>18.24	0.0	48.841964019393046	86.20314765175745	c	>18.24	1.03	170.420820357143	20.1747992857143	10328.3	9881.44	2.97	2.79	>18.24	-0.3687	17.44	182.7	02a59267o0914c
59287.37426305	>18.17	0.0	78.16393087992878	98.73338637464688	c	>18.17	1.33	170.420820357143	20.1747992857143	5284.45	7046.72	2.63	2.41	>18.17	-0.4527	17.26	180.6	02a59287o0314c
59287.37621315	>19.28	0.0	8.344962903036548	35.83425246598046	c	>19.28	0.84	170.420820357143	20.1747992857143	5304.04	7085.1	2.66	2.46	>19.28	-0.4557	18.38	178.3	02a59287o0318c
59287.37943165	>18.66	0.0	-79.36515260624783	65.5223934307395	c	>18.66	0.86	170.420820357143	20.1747992857143	5246.13	7007.66	2.75	2.56	>18.66	-0.4967	17.81	177.1	02a59287o0325c
59287.38549015	>18.77	0.0	21.311200100431908	54.165966921931094	c	>18.77	1.21	170.420820357143	20.1747992857143	5226.39	7121.79	2.79	2.54	>18.77	-0.3977	17.77	181.8	02a59287o0338c
59291.38159825	None	None	None	None	c	None	None	170.420820357143	20.1747992857143	None	None	None	None	None	-0.4027	19.75	None	02a59291o0119c
59291.38617415	>19.765896407409418	0.0	15.374911460321234	14.973826813530245	c	>19.765896407409418	0.98	170.420820357143	20.1747992857143	7957.37	338.09	2.55	2.34	>19.765896407409418	-0.4017	19.75	177.5	02a59291o0129c
59291.38901915	>19.881332540703557	0.0	22.114357799506823	13.521350197412744	c	>19.881332540703557	1.12	170.420820357143	20.1747992857143	7976.95	377.46	2.48	2.27	>19.881332540703557	-0.4037	19.82	178.7	02a59291o0135c
59291.38947675	None	None	None	None	c	None	None	170.420820357143	20.1747992857143	None	None	None	None	None	-0.4037	19.79	None	02a59291o0136c
59291.39131765	>17.73	0.0	135.21692915255673	142.28050007843657	c	>17.73	0.47	170.420820357143	20.1747992857143	8532.19	10520.2	2.48	2.27	>17.73	-0.4007	19.77	23.9	02a59291o0140c
59291.39223225	>19.883184606613195	0.0	22.235908031112857	13.448064138577235	c	>19.883184606613195	1.05	170.420820357143	20.1747992857143	7919.99	298.88	2.44	2.44	>19.883184606613195	-0.3997	19.75	177.7	02a59291o0142c
59291.41781055	>20.57	0.0	4.917884955326886	10.353442011214497	c	>20.57	1.61	170.420820357143	20.1747992857143	2687.53	10149.7	2.52	2.29	>20.57	-0.4027	19.76	182.4	02a59291o0195c
59309.37647395	>20.362589250069888	0.0	11.624564250386554	8.694001834322718	c	>20.362589250069888	1.53	170.420820357143	20.1747992857143	7280.4	8888.61	2.4	2.17	>20.362589250069888	-0.3977	19.98	180.0	01a59309o0193c
59309.37980115	>20.241996538456064	0.0	14.531616275969341	9.647039376483846	c	>20.241996538456064	1.45	170.420820357143	20.1747992857143	7301.1	8926.17	2.67	2.47	>20.241996538456064	-0.3817	19.82	180.0	01a59309o0200c
59309.41178855	>20.85	0.0	7.302099205207087	7.957415800546184	c	>20.85	1.44	170.420820357143	20.1747992857143	7246.75	8842.59	2.33	2.15	>20.85	-0.3907	20.02	180.0	01a59309o0226c
59309.43970855	>20.275330877686386	0.0	17.53581708881167	9.390147215299153	c	>20.275330877686386	0.97	170.420820357143	20.1747992857143	7233.33	8956.02	2.58	2.34	>20.275330877686386	-0.3837	19.91	180.0	01a59309o0284c
59313.38101695	>20.69	0.0	4.9196816559671666	9.260577234761726	c	>20.69	1.28	170.420820357143	20.1747992857143	2287.54	4556.08	2.37	2.17	>20.69	-0.3957	19.98	181.1	01a59313o0347c
59313.39194835	>20.73	0.0	2.083776014154365	8.903406605932286	c	>20.73	1.33	170.420820357143	20.1747992857143	2310.17	4590.99	2.34	2.16	>20.73	-0.3957	19.98	180.8	01a59313o0370c
59313.39620395	>20.234194731683782	0.0	24.36974603441914	9.728633792396574	c	>20.234194731683782	1.19	170.420820357143	20.1747992857143	2251.38	4513.68	2.36	2.17	>20.234194731683782	-0.3977	19.98	179.9	01a59313o0379c
59313.40789265	>20.242510097586166	0.0	19.963873003533802	9.685443338348083	c	>20.242510097586166	1.1	170.420820357143	20.1747992857143	2236.01	4626.31	2.36	2.2	>20.242510097586166	-0.3977	19.95	180.9	01a59313o0403c
59321.37476525	>20.57	0.0	6.888441714765402	10.151387790180591	c	>20.57	1.26	170.420820357143	20.1747992857143	3980.78	652.08	2.69	2.46	>20.57	-0.3797	19.86	182.2	01a59321o0293c
59339.41617125	>16.61	0.0	30.71205985947878	399.2567781732241	c	>16.61	1.22	170.420820357143	20.1747992857143	4541.47	10127.0	2.58	2.32	>16.61	-0.4067	15.82	183.1	02a59339o0080c
59339.41939375	>17.64895838040047	0.0	206.38889687044232	105.19176034041898	c	>17.64895838040047	1.11	170.420820357143	20.1747992857143	4522.28	10087.0	2.56	2.33	>17.64895838040047	-0.3997	16.87	181.3	02a59339o0087c
59339.42450045	>18.61980594248631	0.0	108.06130617891829	43.31382933617799	c	>18.61980594248631	1.06	170.420820357143	20.1747992857143	4580.9	10164.8	2.55	2.33	>18.61980594248631	-0.4007	18.16	182.6	02a59339o0098c
59339.45965645	>19.540895625830043	0.0	20.992098696010423	18.38977241138103	c	>19.540895625830043	1.39	170.420820357143	20.1747992857143	4597.84	10045.2	2.59	2.31	>19.540895625830043	-0.4027	19.28	185.4	02a59339o0172c
59343.30441835	>20.44	0.0	11.364306502143705	11.738953969247346	c	>20.44	1.73	170.420820357143	20.1747992857143	4557.63	10132.7	2.44	2.22	>20.44	-0.4107	19.79	181.9	02a59343o0143c
59343.30779745	>20.36	0.0	1.1793058666348835	12.71029656262041	c	>20.36	1.32	170.420820357143	20.1747992857143	4538.98	10093.7	2.49	2.27	>20.36	-0.4107	19.75	181.1	02a59343o0150c
59343.31417575	>20.39	0.0	6.456965244710365	12.397373269843902	c	>20.39	1.45	170.420820357143	20.1747992857143	4596.71	10172.8	2.48	2.24	>20.39	-0.4137	19.76	182.0	02a59343o0163c
59343.32658985	>20.37	0.0	-20.50859627066899	12.540288165504604	c	>20.37	1.46	170.420820357143	20.1747992857143	4615.07	10052.0	2.48	2.27	>20.37	-0.4077	19.71	182.4	02a59343o0189c
59347.32237985	>20.107987515741833	0.0	18.071666319515156	10.98201260955152	c	>20.107987515741833	1.2	170.420820357143	20.1747992857143	6317.72	6148.01	2.55	2.33	>20.107987515741833	-0.3997	19.63	181.1	02a59347o0197c
59347.32786845	>20.48	0.0	7.646138658313776	11.26799381225188	c	>20.48	1.22	170.420820357143	20.1747992857143	6299.72	6107.17	2.51	2.28	>20.48	-0.3987	19.66	181.1	02a59347o0209c
59347.33570245	>20.52	0.0	5.820179845220712	10.82824157250365	c	>20.52	1.5	170.420820357143	20.1747992857143	6357.75	6186.65	2.51	2.29	>20.52	-0.3997	19.67	182.1	02a59347o0226c
59347.33936245	>20.51	0.0	-13.155752052130634	10.963126710108863	c	>20.51	1.77	170.420820357143	20.1747992857143	6376.55	6070.02	2.51	2.31	>20.51	-0.4027	19.66	181.6	02a59347o0234c
59369.29387455	>20.14561104159259	0.0	20.495220666122673	10.575159521789326	c	>20.14561104159259	1.01	170.420820357143	20.1747992857143	10297.5	4551.07	2.25	2.06	>20.14561104159259	-0.3927	19.78	179.5	01a59369o0127c
59369.29710685	>20.22738380886318	0.0	22.543617744616522	9.838951812269075	c	>20.22738380886318	1.41	170.420820357143	20.1747992857143	10317.5	4589.85	2.25	2.07	>20.22738380886318	-0.3927	19.8	180.3	01a59369o0134c
59369.29802965	>20.49	0.0	-2.9065591347152373	11.157436678423007	c	>20.49	1.12	170.420820357143	20.1747992857143	355.53	4617.63	2.23	2.05	>20.49	-0.3987	19.85	181.3	01a59369o0136c
59369.30172455	>20.55	0.0	-1.838900366289874	10.452696818910862	c	>20.55	1.23	170.420820357143	20.1747992857143	375.13	4656.91	2.25	2.08	>20.55	-0.3927	19.81	181.1	01a59369o0144c
59369.30726835	>20.16962537071963	0.0	22.710925465405424	10.357702408908752	c	>20.16962537071963	0.95	170.420820357143	20.1747992857143	10258.1	4514.56	2.24	2.04	>20.16962537071963	-0.4007	19.78	179.7	01a59369o0156c
59369.31188655	>20.6	0.0	-4.054207618934558	10.088377098279016	c	>20.6	1.48	170.420820357143	20.1747992857143	315.3	4577.81	2.26	2.07	>20.6	-0.4007	19.84	179.7	01a59369o0166c
59369.31326585	>20.19189641306355	0.0	16.666770113964752	10.185248402978461	c	>20.19189641306355	1.37	170.420820357143	20.1747992857143	10238.0	4631.71	2.22	2.06	>20.19189641306355	-0.3937	19.79	179.5	01a59369o0169c
59369.31975405	>20.63	0.0	-12.006369476343727	9.724167013898228	c	>20.63	1.29	170.420820357143	20.1747992857143	298.9	4692.5	2.32	2.13	>20.63	-0.3927	19.82	179.7	01a59369o0183c
59373.29129035	>20.187736687159745	0.0	12.421580376766002	10.138201631036956	c	>20.187736687159745	1.01	170.420820357143	20.1747992857143	10299.6	4551.41	2.31	2.06	>20.187736687159745	-0.4007	19.84	179.6	01a59373o0118c
59373.29499785	>20.18013162270004	0.0	26.715694206450618	10.223334245067745	c	>20.18013162270004	1.22	170.420820357143	20.1747992857143	10319.3	4590.57	2.37	2.13	>20.18013162270004	-0.3937	19.83	180.8	01a59373o0126c
59373.30099485	>20.59	0.0	1.0674424464987993	10.22965677894683	c	>20.59	0.86	170.420820357143	20.1747992857143	10261.0	4514.48	2.26	2.03	>20.59	-0.4057	19.86	180.2	01a59373o0139c
59373.30514245	>20.216782475663273	0.0	10.383125128859202	9.91959275703513	c	>20.216782475663273	1.24	170.420820357143	20.1747992857143	360.54	4614.75	2.32	2.08	>20.216782475663273	-0.4017	19.87	179.9	01a59373o0148c
59373.30836675	>20.59	0.0	2.918822703248423	10.30172718793561	c	>20.59	0.93	170.420820357143	20.1747992857143	377.74	4654.12	2.23	1.98	>20.59	-0.4107	19.92	181.2	01a59373o0155c
59373.31346855	>20.61	0.0	-7.547509451360111	9.96658299346271	c	>20.61	1.24	170.420820357143	20.1747992857143	10240.4	4632.19	2.35	2.11	>20.61	-0.4007	19.8	181.8	01a59373o0166c
59373.31531555	>20.61	0.0	-6.064896890017464	9.983753342028749	c	>20.61	1.42	170.420820357143	20.1747992857143	319.24	4574.42	2.32	2.08	>20.61	-0.4027	19.86	180.0	01a59373o0170c
59373.32550805	>20.61	0.0	7.377141040091794	10.051354667125068	c	>20.61	1.09	170.420820357143	20.1747992857143	298.44	4690.35	2.32	2.02	>20.61	-0.4107	19.87	180.6	01a59373o0192c
59377.24853745	>20.13	0.0	6.2811856212439	15.093595298809966	c	>20.13	1.3	170.420820357143	20.1747992857143	5268.16	7046.24	2.37	2.17	>20.13	-0.3697	19.16	178.3	01a59377o0025c
59377.25223585	>19.986767060796907	0.0	16.777663423008654	12.271662389400618	c	>19.986767060796907	0.92	170.420820357143	20.1747992857143	5289.87	7085.5	2.36	2.2	>19.986767060796907	-0.3787	19.51	181.4	01a59377o0033c
59377.25873615	>20.141291932361252	0.0	15.754434268169174	10.660186061695311	c	>20.141291932361252	1.05	170.420820357143	20.1747992857143	5231.84	7008.25	2.35	2.17	>20.141291932361252	-0.3817	19.79	181.5	01a59377o0047c
59377.28481705	>20.221369103244875	0.0	19.350682470286177	9.840731683607075	c	>20.221369103244875	1.6	170.420820357143	20.1747992857143	5215.43	7123.39	2.18	1.98	>20.221369103244875	-0.4037	19.95	178.6	01a59377o0102c
59403.25348395	>18.97	0.0	-10.947961963811816	45.981440248009626	c	>18.97	0.97	170.420820357143	20.1747992857143	1407.36	3733.47	2.62	2.31	>18.97	-0.4167	17.87	180.8	02a59403o0022c
59403.25669255	>19.51	0.0	-23.469711116447687	27.62890042822323	c	>19.51	1.11	170.420820357143	20.1747992857143	1388.96	3694.2	2.64	2.32	>19.51	-0.4107	18.54	180.0	02a59403o0029c
59403.26218545	>19.56715263986803	0.0	20.890900674171892	18.029133458531906	c	>19.56715263986803	1.1	170.420820357143	20.1747992857143	1448.52	3769.38	2.58	2.27	>19.56715263986803	-0.4077	19.07	180.3	02a59403o0041c
59403.27366155	>20.18	0.0	10.90048077557482	14.877683220716982	c	>20.18	1.46	170.420820357143	20.1747992857143	1467.68	3652.44	2.58	2.29	>20.18	-0.4077	19.29	179.7	02a59403o0066c
59527.61013145	>19.5	0.0	-55.67991497887066	27.83995748943533	c	>19.5	1.11	170.420820357143	20.1747992857143	2173.89	621.29	2.8	2.4	>19.5	-0.4087	18.5	181.9	02a59527o0892c
59527.61380625	>19.32	0.0	-8.964404084435577	33.056240061356185	c	>19.32	1.19	170.420820357143	20.1747992857143	2193.28	660.73	2.78	2.39	>19.32	-0.4097	18.2	182.2	02a59527o0900c
59527.62162595	>19.323839990004057	0.0	36.23267245404059	22.513505214161142	c	>19.323839990004057	1.27	170.420820357143	20.1747992857143	2133.57	579.72	2.71	2.46	>19.323839990004057	-0.4067	18.69	182.7	02a59527o0917c
59527.63968085	>19.88	0.0	6.754431775660599	19.48393781440557	c	>19.88	1.5	170.420820357143	20.1747992857143	2114.41	695.57	2.77	2.38	>19.88	-0.3957	18.88	184.0	02a59527o0955c
59587.53244225	>20.56	0.0	-3.327906099878406	10.588792135976744	c	>20.56	1.12	170.420820357143	20.1747992857143	6104.07	2398.14	2.54	2.33	>20.56	-0.4177	19.64	181.8	02a59587o0730c
59587.53427215	>20.132046884880936	0.0	26.690679306061696	10.67627172242468	c	>20.132046884880936	1.11	170.420820357143	20.1747992857143	6122.78	2436.99	2.52	2.3	>20.132046884880936	-0.4177	19.66	181.1	02a59587o0734c
59587.53702185	>20.53	0.0	-9.987092203288261	10.895009676314467	c	>20.53	1.06	170.420820357143	20.1747992857143	6065.91	2360.16	2.53	2.34	>20.53	-0.4187	19.64	181.0	02a59587o0740c
59587.54207625	>20.59	0.0	0.7688410748687594	10.302470403241376	c	>20.59	1.25	170.420820357143	20.1747992857143	6046.68	2477.47	2.56	2.35	>20.59	-0.4197	19.62	182.2	02a59587o0751c
59609.02428545	>19.943412866308375	0.0	15.999092409615503	12.752899746794965	c	>19.943412866308375	1.55	170.420820357143	20.1747992857143	6300.09	6157.8	2.94	2.55	>19.943412866308375	-0.3857	19.41	181.8	03a59609o0551c
59609.02701885	>20.32	0.0	-6.863730039226389	12.841817492746147	c	>20.32	1.37	170.420820357143	20.1747992857143	6280.65	6118.69	2.86	2.51	>20.32	-0.3847	19.41	181.6	03a59609o0557c
59609.03206895	>19.816280037772753	0.0	18.485071694990264	14.29512211079247	c	>19.816280037772753	1.26	170.420820357143	20.1747992857143	6336.88	6196.38	3.05	2.62	>19.816280037772753	-0.3867	19.35	182.1	03a59609o0568c
59609.05874275	>20.28	0.0	4.302471569026832	13.413587832848357	c	>20.28	1.33	170.420820357143	20.1747992857143	4140.02	4483.82	3.12	2.63	>20.28	-0.3897	19.36	182.0	03a59609o0626c
59613.49178335	>20.64	0.0	0.8285495804373163	9.804503368508245	c	>20.64	1.24	170.420820357143	20.1747992857143	7287.67	8893.72	2.53	2.32	>20.64	-0.4107	19.74	180.8	02a59613o0635c
59613.49361225	>20.109188657255167	0.0	23.144457601415134	10.955956261024918	c	>20.109188657255167	0.99	170.420820357143	20.1747992857143	7307.8	8932.13	2.51	2.3	>20.109188657255167	-0.4187	19.72	181.9	02a59613o0639c
59613.49637935	>20.63	0.0	9.597735555482993	9.997641203628117	c	>20.63	1.38	170.420820357143	20.1747992857143	7249.7	8855.53	2.48	2.27	>20.63	-0.4177	19.75	181.5	02a59613o0645c
59613.50238665	>20.64	0.0	-12.47055663274879	9.866814039097944	c	>20.64	1.66	170.420820357143	20.1747992857143	7230.98	8974.46	2.51	2.31	>20.64	-0.4167	19.75	181.9	02a59613o0657c
59614.48392205	>20.51	0.0	-5.48049946915238	11.094669657064577	c	>20.51	1.29	170.420820357143	20.1747992857143	7292.21	8893.82	2.48	2.27	>20.51	-0.4187	19.69	180.1	02a59614o0603c
59614.48667555	>20.61	0.0	-19.03783652143305	10.118011018383998	c	>20.61	1.27	170.420820357143	20.1747992857143	7312.27	8933.11	2.47	2.27	>20.61	-0.4187	19.7	181.5	02a59614o0609c
