MJD	m	dm	uJy	duJy	F	err	chi/N	RA	Dec	x	y	maj	min	phi	apfit	mag5sig	Sky	Obs
59614.48987495	>20.203253565256357	0.0	22.05104712209717	10.023203237316894	c	>20.203253565256357	1.23	170.420820357143	20.1747992857143	7252.86	8855.48	2.48	2.28	>20.203253565256357	-0.4157	19.7	180.7	02a59614o0616c
59614.49498975	>20.12245859175234	0.0	17.189817504627634	10.793606340115025	c	>20.12245859175234	0.91	170.420820357143	20.1747992857143	7234.0	8973.27	2.47	2.27	>20.12245859175234	-0.4207	19.76	182.2	02a59614o0627c
59616.99607775	>20.21	0.0	4.252617105870383	14.324604988194979	c	>20.21	1.28	170.420820357143	20.1747992857143	2461.74	6261.8	2.75	2.4	>20.21	-0.3927	19.34	180.6	03a59617o0486c
59616.99882245	>20.21	0.0	-22.865498287659076	14.346979317746873	c	>20.21	1.26	170.420820357143	20.1747992857143	2444.69	6223.37	2.78	2.38	>20.21	-0.3927	19.33	180.6	03a59617o0492c
59617.00432935	>20.25	0.0	-33.93266451319714	13.791986221493028	c	>20.25	1.45	170.420820357143	20.1747992857143	2501.08	6301.75	2.74	2.38	>20.25	-0.3927	19.35	180.9	03a59617o0504c
59617.01670705	>20.29	0.0	-5.608219092696154	13.419667114665799	c	>20.29	1.35	170.420820357143	20.1747992857143	2525.89	6187.73	2.6	2.28	>20.29	-0.3977	19.4	180.0	03a59617o0531c
59617.44587195	>20.015958683885604	0.0	17.091748674729768	11.94763014155867	c	>20.015958683885604	1.42	170.420820357143	20.1747992857143	7290.16	8893.4	2.74	2.56	>20.015958683885604	-0.4037	19.61	181.0	02a59617o0516c
59617.44908085	>19.999915627894907	0.0	30.060184372805715	12.159175701359613	c	>19.999915627894907	1.31	170.420820357143	20.1747992857143	7310.0	8932.86	2.77	2.57	>19.999915627894907	-0.4077	19.59	180.4	02a59617o0523c
59617.45229095	>20.096910678798125	0.0	17.16019990471752	11.03155708160412	c	>20.096910678798125	1.26	170.420820357143	20.1747992857143	7250.24	8855.12	2.63	2.44	>20.096910678798125	-0.4157	19.68	181.2	02a59617o0530c
59617.45779325	>20.51	0.0	-20.69966570467631	10.938847730113494	c	>20.51	1.29	170.420820357143	20.1747992857143	7229.41	8973.02	2.77	2.58	>20.51	-0.4027	19.59	181.1	02a59617o0542c
59618.54325155	>20.55	0.0	8.516370960404052	10.608111196292764	c	>20.55	1.48	170.420820357143	20.1747992857143	8249.9	6049.49	2.64	2.41	>20.55	-0.4067	19.67	181.7	02a59618o0735c
59618.54646005	>20.26346158207049	0.0	19.465683018523297	9.522780181723627	c	>20.26346158207049	2.1	170.420820357143	20.1747992857143	8230.52	6011.64	2.55	2.33	>20.26346158207049	-0.4117	19.72	181.9	02a59618o0742c
59618.55166055	>20.5	0.0	-2.910619294540145	11.205884283979556	c	>20.5	1.34	170.420820357143	20.1747992857143	8289.37	6092.78	2.58	2.38	>20.5	-0.4147	19.72	181.6	02a59618o0753c
59618.57873635	>20.172984967354733	0.0	16.631650465152852	10.34237087749001	c	>20.172984967354733	0.97	170.420820357143	20.1747992857143	8303.35	5974.89	2.51	2.33	>20.172984967354733	-0.4207	19.75	181.4	02a59618o0809c
59636.40458345	>20.62	0.0	-7.969466075144966	10.035623946478847	c	>20.62	1.33	170.420820357143	20.1747992857143	4191.38	2501.05	2.59	2.38	>20.62	-0.4187	19.67	182.6	02a59636o0419c
59636.40687475	>20.58	0.0	-3.5192223582621773	10.411032809858943	c	>20.58	1.38	170.420820357143	20.1747992857143	4209.53	2539.43	2.59	2.38	>20.58	-0.4127	19.66	182.0	02a59636o0424c
59636.41302805	>20.58	0.0	4.171658139160418	10.357220207570698	c	>20.58	1.16	170.420820357143	20.1747992857143	4155.19	2459.96	2.56	2.36	>20.58	-0.4157	19.65	181.8	02a59636o0437c
59636.42034485	>20.49	0.0	-1.4663426492759024	11.290838399424448	c	>20.49	1.38	170.420820357143	20.1747992857143	4136.68	2575.82	2.59	2.38	>20.49	-0.4167	19.67	181.5	02a59636o0453c
59637.48957565	>20.46	0.0	-9.750257042399506	11.426082471561918	c	>20.46	1.01	170.420820357143	20.1747992857143	6389.32	8062.99	2.67	2.45	>20.46	-0.4007	19.63	181.5	02a59637o0581c
59637.49293705	>20.026140654642816	0.0	20.492431060787933	11.803640291013851	c	>20.026140654642816	1.4	170.420820357143	20.1747992857143	6370.02	8026.35	2.79	2.53	>20.026140654642816	-0.3967	19.58	181.1	02a59637o0588c
59637.49882985	19.87	0.26	41.048350817601104	11.16961927009554	c	19.87	1.09	170.420820357143	20.1747992857143	6427.04	8102.36	2.54	2.33	19.87	-0.4127	19.66	182.3	02a59637o0600c
59637.50896275	>20.46	0.0	0.4595760051514153	11.489400128785382	c	>20.46	1.09	170.420820357143	20.1747992857143	6447.26	7990.71	2.67	2.45	>20.46	-0.4037	19.61	181.8	02a59637o0621c
59638.43259825	>20.192476687284874	0.0	18.450742218814543	10.090249650914204	c	>20.192476687284874	1.56	170.420820357143	20.1747992857143	4197.64	2502.01	2.57	2.36	>20.192476687284874	-0.4167	19.66	182.3	02a59638o0485c
59638.43443705	>20.6	0.0	-17.95498774835369	10.259992999059254	c	>20.6	1.02	170.420820357143	20.1747992857143	4216.31	2540.93	2.56	2.34	>20.6	-0.4167	19.7	181.2	02a59638o0489c
59638.44145615	>20.51	0.0	-13.132029405366415	11.111717189156197	c	>20.51	1.04	170.420820357143	20.1747992857143	4160.46	2463.11	2.58	2.36	>20.51	-0.4157	19.67	181.1	02a59638o0504c
59638.46538145	>20.6	0.0	0.9839956168134435	10.261668575340195	c	>20.6	1.25	170.420820357143	20.1747992857143	4143.74	2583.36	2.53	2.34	>20.6	-0.4197	19.72	182.6	02a59638o0553c
59640.38612225	>20.53	0.0	-11.047947678830278	11.047947678830278	c	>20.53	1.77	170.420820357143	20.1747992857143	4189.77	2497.35	2.44	2.24	>20.53	-0.4277	19.67	181.3	02a59640o0360c
59640.40116815	>20.54	0.0	8.169157278618075	10.842699660711263	c	>20.54	1.51	170.420820357143	20.1747992857143	4214.72	2538.38	2.56	2.34	>20.54	-0.4217	19.63	182.0	02a59640o0387c
59640.40536495	>20.5	0.0	5.086223500199709	11.302718889332686	c	>20.5	0.95	170.420820357143	20.1747992857143	4157.98	2459.93	2.49	2.28	>20.5	-0.4267	19.71	181.1	02a59640o0395c
59640.41134165	>20.59	0.0	-1.9298800969031378	10.33864337626681	c	>20.59	1.11	170.420820357143	20.1747992857143	4138.53	2575.84	2.46	2.26	>20.59	-0.4237	19.72	180.9	02a59640o0407c
59641.40698885	>20.58	0.0	-12.255412763412053	10.393831077830475	c	>20.58	1.55	170.420820357143	20.1747992857143	4199.96	2505.45	2.69	2.44	>20.58	-0.4107	19.58	181.7	02a59641o0011c
59641.40972965	>20.55	0.0	-11.71591191443023	10.65082901311839	c	>20.55	1.21	170.420820357143	20.1747992857143	4218.58	2544.99	2.67	2.42	>20.55	-0.4077	19.61	181.9	02a59641o0017c
59641.41253195	>20.58	0.0	-0.4245892989910674	10.331672942115974	c	>20.58	1.48	170.420820357143	20.1747992857143	4159.84	2467.27	2.57	2.33	>20.58	-0.4117	19.67	180.5	02a59641o0023c
59641.41782205	>20.55	0.0	-8.886288379836556	10.719966934406003	c	>20.55	1.31	170.420820357143	20.1747992857143	4140.36	2583.97	2.57	2.32	>20.55	-0.4137	19.67	181.4	02a59641o0034c
59644.48338525	>19.301381098830813	0.0	31.928169899666035	23.040947350274458	c	>19.301381098830813	0.84	170.420820357143	20.1747992857143	8317.04	7989.09	2.46	2.26	>19.301381098830813	-0.4537	18.9	179.4	02a59644o0464c
59644.48638335	>19.426290139465234	0.0	37.22048321978772	20.471265770883246	c	>19.426290139465234	0.86	170.420820357143	20.1747992857143	8297.85	7949.97	2.39	2.19	>19.426290139465234	-0.4557	18.95	181.9	02a59644o0470c
59644.49179585	>19.93	0.0	6.8902786035642585	19.731252364752194	c	>19.93	1.08	170.420820357143	20.1747992857143	8355.72	8027.88	2.4	2.19	>19.93	-0.4597	18.95	181.1	02a59644o0481c
59644.50197965	>19.85	0.0	19.37280248135531	21.247589818260657	c	>19.85	1.32	170.420820357143	20.1747992857143	8374.69	7912.48	2.39	2.19	>19.85	-0.4607	18.96	181.6	02a59644o0502c
59645.40373765	>18.76660530900822	0.0	76.71736862566773	37.76855070802103	c	>18.76660530900822	0.7	170.420820357143	20.1747992857143	2267.14	2579.51	2.46	2.18	>18.76660530900822	-0.4347	18.16	178.8	02a59645o0380c
59645.40675925	>18.69	0.0	-139.21820698309745	60.57586105371416	c	>18.69	0.95	170.420820357143	20.1747992857143	2286.09	2617.2	2.51	2.21	>18.69	-0.4357	17.52	181.5	02a59645o0386c
59645.41249565	>19.009783884306767	0.0	52.85857589827277	30.066345923788177	c	>19.009783884306767	1.01	170.420820357143	20.1747992857143	2230.63	2539.33	2.51	2.18	>19.009783884306767	-0.4317	18.4	178.8	02a59645o0397c
59646.40363405	>20.11	0.0	-6.634271654475166	16.330514841785025	c	>20.11	1.33	170.420820357143	20.1747992857143	2265.88	2578.71	2.41	2.19	>20.11	-0.4347	19.07	180.7	02a59646o0382c
59646.40668485	>20.01	0.0	-29.00477535528355	18.022384686778125	c	>20.01	1.21	170.420820357143	20.1747992857143	2282.98	2619.99	2.41	2.18	>20.01	-0.4407	18.99	180.9	02a59646o0388c
59646.40962455	>20.01	0.0	-8.961054363462276	17.922108726924552	c	>20.01	1.63	170.420820357143	20.1747992857143	2225.36	2540.6	2.43	2.19	>20.01	-0.4387	18.99	180.2	02a59646o0394c
59646.42423135	>20.09	0.0	-10.796796692886847	16.590199796387108	c	>20.09	1.4	170.420820357143	20.1747992857143	2215.26	2655.32	2.49	2.22	>20.09	-0.4317	19.08	181.5	02a59646o0423c
59662.43052745	>18.16	0.0	-47.69358485606476	96.64226405044701	c	>18.16	1.03	170.420820357143	20.1747992857143	4393.59	6221.45	2.46	2.25	>18.16	-0.4147	17.15	179.4	02a59662o0213c
59662.43338605	>18.15	0.0	95.94979627115109	96.95979412663688	c	>18.15	0.99	170.420820357143	20.1747992857143	4374.5	6183.15	2.51	2.32	>18.15	-0.4137	17.42	181.0	02a59662o0219c
59662.43626305	>18.48	0.0	-54.16931694879187	71.6946841969304	c	>18.48	1.11	170.420820357143	20.1747992857143	4432.1	6261.4	2.51	2.31	>18.48	-0.4107	17.66	181.4	02a59662o0225c
59662.43946225	>18.47	0.0	-33.881140842679535	72.22032653308007	c	>18.47	1.08	170.420820357143	20.1747992857143	4451.47	6146.22	2.44	2.27	>18.47	-0.4137	17.49	180.9	02a59662o0232c
59664.44949395	>20.3	0.0	7.500984748949853	13.126723310662241	c	>20.3	1.12	170.420820357143	20.1747992857143	4446.12	6145.3	2.81	2.52	>20.3	-0.3927	19.48	179.4	02a59664o0269c
59664.45863875	>19.92265748460466	0.0	19.641333341296775	13.031269236052669	c	>19.92265748460466	1.32	170.420820357143	20.1747992857143	4367.45	6185.08	2.93	2.67	>19.92265748460466	-0.3897	19.46	179.9	02a59664o0289c
59664.46279885	>19.880756251918218	0.0	14.642187387927581	13.55758091474776	c	>19.880756251918218	1.39	170.420820357143	20.1747992857143	4423.99	6262.58	2.95	2.55	>19.880756251918218	-0.3847	19.47	179.8	02a59664o0298c
59664.47513145	>19.840391920565573	0.0	32.25215065586809	14.037205466802693	c	>19.840391920565573	1.11	170.420820357143	20.1747992857143	4442.86	6147.88	2.72	2.51	>19.840391920565573	-0.4027	19.45	180.3	02a59664o0323c
59665.35830395	>20.49	0.0	11.063893469495115	11.198818999610909	c	>20.49	1.15	170.420820357143	20.1747992857143	6201.25	4362.55	2.52	2.28	>20.49	-0.4067	19.58	181.0	02a59665o0313c
59665.36012885	>20.56	0.0	-6.725381863608976	10.549618609582707	c	>20.56	1.5	170.420820357143	20.1747992857143	6221.81	4401.36	2.5	2.24	>20.56	-0.4107	19.61	180.9	02a59665o0317c
59665.39349945	>19.99343186004893	0.0	19.761284193830672	12.170857152491738	c	>19.99343186004893	1.35	170.420820357143	20.1747992857143	4432.68	6256.93	2.47	2.25	>19.99343186004893	-0.4147	19.62	181.2	02a59665o0389c
59665.40139185	>20.34	0.0	-3.4284057374526444	12.922452395013813	c	>20.34	1.18	170.420820357143	20.1747992857143	4452.49	6143.18	2.48	2.26	>20.34	-0.4127	19.61	179.7	02a59665o0406c
59666.40852945	>19.89781389497228	0.0	15.919162792977092	13.355907766989256	c	>19.89781389497228	1.2	170.420820357143	20.1747992857143	326.28	9867.65	2.47	2.25	>19.89781389497228	-0.4157	19.63	181.9	02a59666o0424c
59666.41136725	>19.964639231433768	0.0	18.843848983795482	12.479370187944028	c	>19.964639231433768	1.61	170.420820357143	20.1747992857143	307.32	9828.93	2.4	2.2	>19.964639231433768	-0.4167	19.67	181.6	02a59666o0430c
59666.41735615	>20.36	0.0	-7.019976051418611	12.739956537759701	c	>20.36	1.29	170.420820357143	20.1747992857143	364.45	9907.45	2.46	2.24	>20.36	-0.4147	19.64	180.9	02a59666o0443c
59666.42428665	>19.959007622318264	0.0	26.30685226595404	12.570269309347497	c	>19.959007622318264	1.26	170.420820357143	20.1747992857143	10326.7	9895.98	2.45	2.24	>19.959007622318264	-0.4137	19.64	179.6	02a59666o0458c
59666.42706285	>20.47	0.0	-12.656250921752667	11.505682656138788	c	>20.47	1.23	170.420820357143	20.1747992857143	10306.2	9856.13	2.43	2.23	>20.47	-0.4147	19.65	181.9	02a59666o0464c
59666.42751965	>20.34	0.0	5.623052941594411	12.946098632973179	c	>20.34	1.2	170.420820357143	20.1747992857143	385.39	9790.67	2.47	2.24	>20.34	-0.4147	19.64	181.9	02a59666o0465c
59666.43304505	>20.51	0.0	-14.429950772360522	11.049962303158962	c	>20.51	1.39	170.420820357143	20.1747992857143	10365.0	9936.47	2.46	2.24	>20.51	-0.4127	19.67	182.0	02a59666o0477c
59666.44318005	>20.016815281330828	0.0	12.829450119849508	11.92231728309247	c	>20.016815281330828	1.34	170.420820357143	20.1747992857143	10383.4	9822.06	2.45	2.24	>20.016815281330828	-0.4127	19.68	181.5	02a59666o0499c
59668.33504725	>18.43	0.0	-98.25136042272806	75.30213755026602	c	>18.43	1.12	170.420820357143	20.1747992857143	10264.1	712.49	2.4	2.24	>18.43	-0.4137	17.64	183.4	02a59668o0263c
59668.33550405	>18.72	0.0	-45.3863721309937	57.69454084448351	c	>18.72	1.32	170.420820357143	20.1747992857143	264.69	691.06	2.43	2.26	>18.72	-0.4137	17.58	181.8	02a59668o0264c
59668.33831605	>17.34	0.0	153.35993624448577	203.4676381857534	c	>17.34	1.2	170.420820357143	20.1747992857143	10282.9	752.71	2.47	2.28	>17.34	-0.4087	16.81	182.6	02a59668o0270c
59668.33877285	>18.187714865787378	0.0	109.89944686531484	64.38553452715414	c	>18.187714865787378	1.05	170.420820357143	20.1747992857143	286.09	732.12	2.45	2.29	>18.187714865787378	-0.4137	17.22	181.5	02a59668o0271c
59668.34519235	>19.87	0.0	15.663131482855382	19.917315342396353	c	>19.87	1.52	170.420820357143	20.1747992857143	10226.7	676.03	2.49	2.29	>19.87	-0.4117	19.25	181.5	02a59668o0285c
59668.34564745	>20.13	0.0	-15.808060654070397	15.612899411427554	c	>20.13	1.17	170.420820357143	20.1747992857143	227.39	651.76	2.49	2.29	>20.13	-0.4097	19.24	178.7	02a59668o0286c
59668.35159345	>19.88	0.0	1.5441012631058757	19.730182806352854	c	>19.88	1.19	170.420820357143	20.1747992857143	10206.4	795.37	2.45	2.26	>19.88	-0.4107	19.38	181.7	02a59668o0299c
59668.35342115	>20.2	0.0	-12.02099801657187	14.753043020338204	c	>20.2	1.56	170.420820357143	20.1747992857143	209.41	770.55	2.44	2.24	>20.2	-0.4127	19.29	176.6	02a59668o0303c
59669.40166215	>19.91458315245509	0.0	17.07623024142633	13.105013906210903	c	>19.91458315245509	1.3	170.420820357143	20.1747992857143	321.78	9867.39	2.46	2.26	>19.91458315245509	-0.4157	19.67	181.9	02a59669o0408c
59669.40580385	>20.27	0.0	8.814885458753169	13.81437273386691	c	>20.27	1.62	170.420820357143	20.1747992857143	302.41	9825.82	2.46	2.24	>20.27	-0.4147	19.68	182.1	02a59669o0417c
59669.41226645	>20.32	0.0	10.896630188091107	13.183577264604056	c	>20.32	1.44	170.420820357143	20.1747992857143	359.14	9904.98	2.5	2.26	>20.32	-0.4147	19.61	182.0	02a59669o0431c
59669.41548075	>20.082972923794262	0.0	17.205061993797433	11.203296182007632	c	>20.082972923794262	1.31	170.420820357143	20.1747992857143	10321.4	9893.24	2.49	2.26	>20.082972923794262	-0.4107	19.64	180.4	02a59669o0438c
59669.41869605	>20.48	0.0	1.079977227817498	11.339760892083728	c	>20.48	1.24	170.420820357143	20.1747992857143	10301.2	9853.5	2.5	2.27	>20.48	-0.4127	19.66	181.0	02a59669o0445c
59669.42280665	>20.34	0.0	10.75195183954794	13.008534324391338	c	>20.34	1.3	170.420820357143	20.1747992857143	380.09	9786.09	2.46	2.26	>20.34	-0.4137	19.64	180.3	02a59669o0454c
59669.42418335	>20.4	0.0	-3.9998169822498832	12.266105412232976	c	>20.4	1.43	170.420820357143	20.1747992857143	10359.6	9933.87	2.48	2.26	>20.4	-0.4137	19.64	181.5	02a59669o0457c
59669.43436485	>20.47	0.0	0.3950600600728102	11.456741742111495	c	>20.47	2.01	170.420820357143	20.1747992857143	10378.1	9818.08	2.46	2.24	>20.47	-0.4137	19.64	180.5	02a59669o0479c
59670.39060235	>20.22	0.0	8.780467265326857	14.268259306156143	c	>20.22	1.55	170.420820357143	20.1747992857143	332.64	9872.13	2.92	2.68	>20.22	-0.3957	19.47	181.3	02a59670o0134c
59670.39380645	>20.14	0.0	-11.79503123911838	15.36928312976031	c	>20.14	1.2	170.420820357143	20.1747992857143	313.68	9834.07	2.88	2.64	>20.14	-0.4017	19.51	179.7	02a59670o0141c
59670.39426275	>20.3	0.0	-0.1685011673201525	13.311592218292045	c	>20.3	1.26	170.420820357143	20.1747992857143	10333.8	9896.84	2.79	2.56	>20.3	-0.4047	19.52	180.0	02a59670o0142c
59670.40067995	>19.91579248406819	0.0	13.879720072356273	13.029941292416092	c	>19.91579248406819	1.34	170.420820357143	20.1747992857143	369.77	9909.04	2.56	2.33	>19.91579248406819	-0.4117	19.63	182.3	02a59670o0156c
59670.40480115	>20.45	0.0	7.05126013519464	11.649908049452012	c	>20.45	1.29	170.420820357143	20.1747992857143	10313.0	9857.2	2.68	2.42	>20.45	-0.4047	19.54	181.6	02a59670o0165c
59670.40805945	>20.5	0.0	-3.7436886228320634	11.087077844541108	c	>20.5	1.77	170.420820357143	20.1747992857143	10372.0	9938.14	2.59	2.35	>20.5	-0.4077	19.63	182.0	02a59670o0172c
59670.41127975	>19.897266135135624	0.0	18.16175673177448	13.277922988776298	c	>19.897266135135624	1.39	170.420820357143	20.1747992857143	391.51	9792.16	2.65	2.43	>19.897266135135624	-0.4087	19.61	182.0	02a59670o0179c
59670.41412215	>20.48	0.0	-5.141341207283896	11.310950656024575	c	>20.48	1.95	170.420820357143	20.1747992857143	10389.5	9820.07	2.62	2.37	>20.48	-0.4077	19.6	181.6	02a59670o0185c
59673.42290065	>19.35	0.0	-7.2532448780116745	31.99960975593386	c	>19.35	1.04	170.420820357143	20.1747992857143	10324.9	9896.12	2.44	2.28	>19.35	-0.4077	18.27	181.7	02a59673o0446c
59673.42387595	>18.4	0.0	53.286705404667124	77.1738492067593	c	>18.4	0.84	170.420820357143	20.1747992857143	307.93	9829.57	2.43	2.27	>18.4	-0.4077	17.34	180.9	02a59673o0448c
59673.42616115	>19.4	0.0	-50.55421542801012	30.475945470786243	c	>19.4	1.12	170.420820357143	20.1747992857143	10305.1	9856.71	2.48	2.3	>19.4	-0.4047	18.46	181.5	02a59673o0453c
59673.42993495	>18.89	0.0	10.10466932888053	48.27786457131808	c	>18.89	1.27	170.420820357143	20.1747992857143	367.31	9907.82	2.63	2.46	>18.89	-0.3917	18.05	180.8	02a59673o0460c
59673.43149955	>19.43	0.0	-1.244665899082795	29.457092944959488	c	>19.43	1.12	170.420820357143	20.1747992857143	10366.5	9937.93	2.63	2.41	>19.43	-0.3987	18.37	183.6	02a59673o0463c
59673.46459805	>18.18	0.0	82.7179354625126	93.8530421593893	c	>18.18	1.14	170.420820357143	20.1747992857143	378.55	9790.89	2.48	2.33	>18.18	-0.3997	17.49	182.5	02a59673o0533c
59673.46619315	>18.94	0.0	17.427187345549726	46.130790032337515	c	>18.94	1.62	170.420820357143	20.1747992857143	10378.0	9825.27	2.54	2.33	>18.94	-0.3977	18.06	184.1	02a59673o0536c
59676.38087135	>19.952900829364754	0.0	15.42745345248607	12.647732109695786	c	>19.952900829364754	1.68	170.420820357143	20.1747992857143	257.27	5968.65	2.52	2.31	>19.952900829364754	-0.4047	19.51	176.5	02a59676o0295c
59676.38498945	>20.3	0.0	10.010257732284302	13.253017279362316	c	>20.3	1.4	170.420820357143	20.1747992857143	237.97	5930.56	2.55	2.32	>20.3	-0.4027	19.54	176.2	02a59676o0304c
59676.39139105	>19.882551679557043	0.0	20.00948685851598	13.523653187134938	c	>19.882551679557043	1.32	170.420820357143	20.1747992857143	295.36	6006.38	2.51	2.29	>19.882551679557043	-0.4087	19.53	174.9	02a59676o0318c
59676.39784515	>19.99654148058781	0.0	12.863568234267104	12.179335881380554	c	>19.99654148058781	1.16	170.420820357143	20.1747992857143	10206.1	5989.67	2.5	2.28	>19.99654148058781	-0.4087	19.59	181.5	02a59676o0332c
59676.40107885	>20.51	0.0	9.646997657687052	11.025140180213773	c	>20.51	1.49	170.420820357143	20.1747992857143	10186.2	5950.41	2.52	2.28	>20.51	-0.4077	19.58	182.5	02a59676o0339c
59676.40290745	>19.909355514029105	0.0	13.392802914365767	13.122241239328073	c	>19.909355514029105	1.67	170.420820357143	20.1747992857143	315.62	5889.06	2.48	2.27	>19.909355514029105	-0.4077	19.58	177.0	02a59676o0343c
59676.40657355	>20.52	0.0	1.520759836620355	10.921820644818915	c	>20.52	1.32	170.420820357143	20.1747992857143	10244.0	6029.4	2.51	2.29	>20.52	-0.4107	19.62	181.9	02a59676o0351c
59676.42120555	>20.06597590800878	0.0	17.663739436376552	11.365041652862436	c	>20.06597590800878	1.46	170.420820357143	20.1747992857143	10264.0	5914.03	2.49	2.28	>20.06597590800878	-0.4097	19.64	182.5	02a59676o0383c
59677.31442225	>20.27	0.0	2.040007995325919	13.736053835194523	c	>20.27	1.2	170.420820357143	20.1747992857143	10338.1	4616.62	2.49	2.25	>20.27	-0.4107	19.33	183.4	02a59677o0207c
59677.31624915	>19.840513091640762	0.0	16.393629655841487	13.97489741153701	c	>19.840513091640762	1.46	170.420820357143	20.1747992857143	10358.1	4655.8	2.48	2.23	>19.840513091640762	-0.4117	19.3	178.3	02a59677o0211c
59677.31945035	>19.907374112957015	0.0	28.90143185401903	13.20834668441594	c	>19.907374112957015	1.39	170.420820357143	20.1747992857143	10300.2	4579.58	2.42	2.22	>19.907374112957015	-0.4147	19.34	182.5	02a59677o0218c
59677.32181375	>20.23	0.0	-0.7986949584577844	14.376509252240123	c	>20.23	1.13	170.420820357143	20.1747992857143	390.63	4598.34	2.45	2.23	>20.23	-0.4127	19.32	177.9	02a59677o0223c
59677.32458925	>20.19	0.0	-8.78949500264058	14.83227281695598	c	>20.19	1.25	170.420820357143	20.1747992857143	410.92	4637.06	2.49	2.27	>20.19	-0.4107	19.34	178.6	02a59677o0229c
59677.32735255	>20.18	0.0	-19.551785608711683	14.975835785396184	c	>20.18	1.16	170.420820357143	20.1747992857143	352.39	4559.61	2.51	2.28	>20.18	-0.4107	19.34	176.4	02a59677o0235c
59677.33288905	>20.27	0.0	-0.42121633429308086	13.759733586907311	c	>20.27	1.16	170.420820357143	20.1747992857143	333.51	4675.91	2.49	2.27	>20.27	-0.4097	19.29	177.9	02a59677o0247c
59677.33949565	>19.901168407070553	0.0	23.642191844986073	13.307581038495158	c	>19.901168407070553	1.65	170.420820357143	20.1747992857143	10285.0	4699.99	2.52	2.31	>19.901168407070553	-0.4067	19.3	183.8	02a59677o0260c
59678.28380555	>20.0	0.0	11.119667620101085	17.8167401640256	c	>20.0	0.84	170.420820357143	20.1747992857143	10342.1	4616.19	2.43	2.19	>20.0	-0.4167	19.07	180.9	02a59678o0143c
59678.28608995	>20.0	0.0	4.018918547341324	17.761027128572945	c	>20.0	1.25	170.420820357143	20.1747992857143	10361.7	4654.88	2.45	2.2	>20.0	-0.4137	19.07	179.0	02a59678o0148c
59678.28928785	>20.05	0.0	-2.040271881140666	16.832243019410488	c	>20.05	1.21	170.420820357143	20.1747992857143	10303.4	4578.22	2.41	2.21	>20.05	-0.4097	19.11	183.8	02a59678o0155c
59678.29433885	>20.06	0.0	12.477348941161633	16.68024542660555	c	>20.06	0.97	170.420820357143	20.1747992857143	10284.0	4696.14	2.46	2.23	>20.06	-0.4107	19.06	183.4	02a59678o0166c
59678.29806445	>20.02	0.0	9.868635536388565	17.30215321314878	c	>20.02	1.09	170.420820357143	20.1747992857143	393.69	4601.51	2.42	2.21	>20.02	-0.4097	19.12	175.6	02a59678o0174c
59678.30173115	>20.13	0.0	-20.58704138554927	15.727988139270558	c	>20.13	1.32	170.420820357143	20.1747992857143	414.85	4641.89	2.41	2.21	>20.13	-0.4107	19.12	181.6	02a59678o0181c
59678.30447285	>19.88	0.0	-4.7776006873163945	19.773958400281746	c	>19.88	0.91	170.420820357143	20.1747992857143	356.52	4564.19	2.45	2.25	>19.88	-0.4137	19.12	177.7	02a59678o0187c
59678.30960815	>19.659648924023497	0.0	26.63536896497835	16.614141037560753	c	>19.659648924023497	1.41	170.420820357143	20.1747992857143	337.56	4681.79	2.45	2.25	>19.659648924023497	-0.4147	19.14	178.5	02a59678o0198c
59690.34698735	>20.35	0.0	-22.72521789602273	12.826503352356385	c	>20.35	1.33	170.420820357143	20.1747992857143	2635.98	10232.3	2.51	2.32	>20.35	-0.4117	19.62	177.6	02a59690o0265c
59690.35032505	>20.33	0.0	1.2080906418815516	13.154764767154672	c	>20.33	1.28	170.420820357143	20.1747992857143	2616.85	10193.5	2.44	2.26	>20.33	-0.4177	19.63	177.7	02a59690o0272c
59690.35626865	>20.4	0.0	-2.9115887226777493	12.308079600410485	c	>20.4	1.53	170.420820357143	20.1747992857143	2673.35	10271.1	2.45	2.25	>20.4	-0.4137	19.61	177.9	02a59690o0285c
59690.35718195	None	None	None	None	c	None	None	170.420820357143	20.1747992857143	None	None	None	None	None	-0.4157	19.63	None	02a59690o0287c
59690.36382745	>19.414133751168276	0.0	46.445321567228646	20.70938580703269	c	>19.414133751168276	1.14	170.420820357143	20.1747992857143	2065.84	55.7	2.6	2.39	>19.414133751168276	-0.4047	19.19	182.5	02a59690o0301c
59690.36611285	>19.73	0.0	-10.018559099568911	22.792221951519267	c	>19.73	0.91	170.420820357143	20.1747992857143	2692.74	10154.2	2.48	2.28	>19.73	-0.4137	18.92	179.2	02a59690o0306c
59690.39619725	None	None	None	None	c	None	None	170.420820357143	20.1747992857143	None	None	None	None	None	-0.4097	19.5	None	02a59690o0369c
59693.34633985	>20.05	0.0	-2.6024912325937066	17.03448806788608	c	>20.05	1.15	170.420820357143	20.1747992857143	2635.11	10231.6	2.44	2.24	>20.05	-0.4187	18.86	180.4	02a59693o0262c
59693.34953565	>19.37	0.0	-67.51833793995735	31.697540330590666	c	>19.37	0.99	170.420820357143	20.1747992857143	2615.93	10192.5	2.51	2.32	>19.37	-0.4127	18.77	171.6	02a59693o0269c
59693.35457275	None	None	None	None	c	None	None	170.420820357143	20.1747992857143	None	None	None	None	None	-0.4097	18.68	None	02a59693o0280c
