MJD	m	dm	uJy	duJy	F	err	chi/N	RA	Dec	x	y	maj	min	phi	apfit	mag5sig	Sky	Obs
59401.25485845	>20.03	0.0	-13.77181706245326	17.181344587623727	o	>20.03	0.96	170.420820357143	20.1747992857143	8008.41	2308.06	1.81	1.69	>20.03	-0.4137	19.12	167.5	01a59401o0034o
59401.26176885	>20.36	0.0	12.421937164525371	12.820501993333675	o	>20.36	1.09	170.420820357143	20.1747992857143	7949.58	2232.09	1.8	1.67	>20.36	-0.4177	19.53	178.2	01a59401o0049o
59401.27374995	>20.53	0.0	-0.702594935897537	10.890221506411823	o	>20.53	1.28	170.420820357143	20.1747992857143	7931.19	2350.13	1.84	1.72	>20.53	-0.4127	19.59	180.0	01a59401o0075o
59419.25025915	>18.033300945443052	0.0	116.5591836882269	73.80824252965392	o	>18.033300945443052	1.15	170.420820357143	20.1747992857143	8257.1	6071.02	2.31	2.03	>18.033300945443052	-0.4457	17.52	203.3	02a59419o0022o
59419.25346035	>18.83	0.0	-40.07893635539615	53.55786435587164	o	>18.83	1.75	170.420820357143	20.1747992857143	8238.53	6031.21	2.22	1.98	>18.83	-0.4497	18.02	187.0	02a59419o0029o
59419.25895105	>19.13	0.0	31.678842589407097	40.78195827601834	o	>19.13	1.27	170.420820357143	20.1747992857143	8296.75	6109.53	2.23	1.98	>19.13	-0.4527	18.22	186.0	02a59419o0041o
59419.26947945	>18.595053112504726	0.0	62.90896449548783	44.01189182726957	o	>18.595053112504726	1.36	170.420820357143	20.1747992857143	8314.53	5994.61	2.24	1.96	>18.595053112504726	-0.4437	18.16	186.4	02a59419o0064o
59509.61488535	>19.23	0.0	-9.932032569556323	37.300300094555965	o	>19.23	1.16	170.420820357143	20.1747992857143	3239.1	1748.72	2.95	2.85	>19.23	-0.4547	18.33	176.5	01a59509o0916o
59509.62464205	>19.37	0.0	16.421408246864406	32.84281649372881	o	>19.37	1.13	170.420820357143	20.1747992857143	3219.36	1706.4	2.87	2.77	>19.37	-0.4557	18.4	180.2	01a59509o0937o
59509.63711655	>19.34	0.0	-74.48025488554394	33.778369117105846	o	>19.34	1.12	170.420820357143	20.1747992857143	3283.74	1786.59	2.93	2.83	>19.34	-0.4537	18.39	177.1	01a59509o0964o
59509.64139145	>19.1	0.0	39.73424478545808	43.399053770524596	o	>19.1	0.93	170.420820357143	20.1747992857143	3298.95	1663.16	2.79	2.68	>19.1	-0.4827	18.2	181.1	01a59509o0973o
59511.61843625	>18.16	0.0	-23.13313131732292	98.71929294718038	o	>18.16	1.01	170.420820357143	20.1747992857143	8009.81	2287.51	2.27	2.02	>18.16	-0.4397	17.2	198.0	02a59511o0914o
59511.62393175	>18.22	0.0	-70.65753117938405	91.88271841113577	o	>18.22	1.36	170.420820357143	20.1747992857143	8027.57	2326.12	2.34	2.08	>18.22	-0.4217	17.19	181.7	02a59511o0926o
59511.64159825	>17.5	0.0	-61.94596443243836	174.10570306389874	o	>17.5	1.16	170.420820357143	20.1747992857143	7973.06	2249.2	2.85	2.29	>17.5	-0.3987	16.41	173.1	02a59511o0964o
59511.64848245	>16.48	0.0	267.36972699075756	446.7087908041729	o	>16.48	1.3	170.420820357143	20.1747992857143	7952.47	2365.18	2.87	2.29	>16.48	-0.3987	15.39	272.1	02a59511o0979o
59525.61763125	>19.87	0.0	-22.25549497822706	21.06323631867918	o	>19.87	0.97	170.420820357143	20.1747992857143	6531.18	10040.8	2.89	2.73	>19.87	-0.4677	18.96	179.7	01a59525o0914o
59525.62178425	>19.82	0.0	-29.346956877701853	21.746306175563245	o	>19.82	0.99	170.420820357143	20.1747992857143	6514.52	10000.9	2.99	2.84	>19.82	-0.4557	18.93	179.6	01a59525o0923o
59525.63200695	>19.9	0.0	-11.66065033070292	20.45728128193495	o	>19.9	1.21	170.420820357143	20.1747992857143	6578.49	10077.3	2.92	2.81	>19.9	-0.4677	18.97	180.2	01a59525o0945o
59525.63853765	>19.436678399987734	0.0	26.355465015600743	20.374082884400572	o	>19.436678399987734	1.05	170.420820357143	20.1747992857143	6597.64	9956.48	2.8	2.68	>19.436678399987734	-0.4737	19.01	179.6	01a59525o0959o
59535.58171455	>16.78	0.0	-178.82529899054833	352.65237533850365	o	>16.78	1.5	170.420820357143	20.1747992857143	7212.12	6949.24	2.18	1.88	>16.78	-0.4397	16.13	179.6	02a59535o0863o
59535.58540815	>17.033286079453568	0.0	224.2844929096382	185.50839197437654	o	>17.033286079453568	1.22	170.420820357143	20.1747992857143	7231.56	6987.9	2.18	1.97	>17.033286079453568	-0.4567	16.66	173.3	02a59535o0871o
59535.59092905	>16.59	0.0	-56.71747706588975	423.6727202512246	o	>16.59	1.55	170.420820357143	20.1747992857143	7172.82	6910.16	2.15	1.87	>16.59	-0.4517	15.98	182.1	02a59535o0883o
59535.60193115	>18.18	0.0	-164.36642051887685	97.02822216849901	o	>18.18	0.93	170.420820357143	20.1747992857143	7151.58	7026.78	2.15	1.87	>18.18	-0.4357	17.21	176.6	02a59535o0907o
59539.62677205	>18.238748583970047	0.0	162.46665703568974	61.11440052223354	o	>18.238748583970047	0.97	170.420820357143	20.1747992857143	6012.08	451.94	2.24	2.04	>18.238748583970047	-0.3937	17.89	195.3	02a59539o0962o
59539.63089555	>18.295736584595442	0.0	100.93090825167017	58.157843280694365	o	>18.295736584595442	0.96	170.420820357143	20.1747992857143	6031.65	491.84	2.18	1.95	>18.295736584595442	-0.4567	17.8	185.4	02a59539o0971o
59539.63828945	>19.18	0.0	0.3348206529102764	39.06240950619891	o	>19.18	1.04	170.420820357143	20.1747992857143	5975.57	411.65	2.1	1.86	>19.18	-0.4527	18.65	170.7	02a59539o0986o
59539.64904495	>19.55	0.0	-13.782842177639361	27.77610942669306	o	>19.55	0.64	170.420820357143	20.1747992857143	5958.41	532.56	2.04	1.81	>19.55	-0.4537	18.71	195.6	02a59539o1009o
59541.58209335	>19.48	0.0	-19.274658346040987	30.502614664123115	o	>19.48	0.95	170.420820357143	20.1747992857143	8351.84	7983.2	2.76	2.66	>19.48	-0.4837	18.75	184.7	01a59541o0847o
59541.58623675	>19.53	0.0	-44.43225313762121	28.784372684806787	o	>19.53	1.42	170.420820357143	20.1747992857143	8333.93	7942.96	2.82	2.73	>19.53	-0.4707	18.75	182.8	01a59541o0856o
59541.59971215	>19.47	0.0	3.3452895519902155	29.661567360979912	o	>19.47	1.05	170.420820357143	20.1747992857143	8398.44	8016.35	3.1	2.95	>19.47	-0.4467	18.66	181.9	01a59541o0881o
59541.60708635	>19.15002557784324	0.0	39.669868220334	26.383309486250848	o	>19.15002557784324	0.93	170.420820357143	20.1747992857143	8418.01	7898.75	2.83	2.71	>19.15002557784324	-0.4687	18.84	181.2	01a59541o0897o
59543.55882915	19.28	0.31	70.42740686100424	23.36761886632399	o	19.28	1.13	170.420820357143	20.1747992857143	6004.71	452.06	2.19	1.88	19.28	-0.4457	18.9	182.8	02a59543o0803o
59543.56294635	>19.61	0.0	16.332084249885654	26.06643910081089	o	>19.61	0.8	170.420820357143	20.1747992857143	6023.39	491.01	2.19	1.89	>19.61	-0.4437	18.87	177.2	02a59543o0812o
59543.56890645	>19.76	0.0	12.353995760207502	22.718788813262947	o	>19.76	0.92	170.420820357143	20.1747992857143	5965.97	412.58	2.16	1.86	>19.76	-0.4457	18.92	182.8	02a59543o0825o
59543.59432655	>19.79	0.0	3.925241559135993	22.06622281892666	o	>19.79	1.12	170.420820357143	20.1747992857143	5947.5	530.45	2.19	1.89	>19.79	-0.4447	18.98	191.3	02a59543o0873o
59557.58359385	>19.41	0.0	-52.248858076964595	30.399335608415765	o	>19.41	1.19	170.420820357143	20.1747992857143	4411.46	6260.24	3.47	3.29	>19.41	-0.4107	18.46	179.9	01a59557o0786o
59557.58681605	>19.54	0.0	-13.825936490172843	27.651872980345686	o	>19.54	0.96	170.420820357143	20.1747992857143	4394.0	6221.44	3.19	3.03	>19.54	-0.4367	18.63	181.2	01a59557o0793o
59557.59960255	>20.06	0.0	16.222931247660544	17.076769734379518	o	>20.06	1.38	170.420820357143	20.1747992857143	4457.12	6293.06	3.24	3.08	>20.06	-0.4297	19.04	181.7	01a59557o0820o
59557.60476005	>19.7	0.0	17.247765086485924	23.71567699391814	o	>19.7	1.45	170.420820357143	20.1747992857143	4479.04	6178.86	3.17	3.04	>19.7	-0.4327	18.7	181.1	01a59557o0831o
59561.60305475	>20.21	0.0	10.724438974090566	15.350667551149243	o	>20.21	1.31	170.420820357143	20.1747992857143	427.23	9971.05	2.87	2.7	>20.21	-0.4637	19.24	182.3	01a59561o0870o
59561.60494355	>20.11	0.0	-12.369210218839866	17.106354557970025	o	>20.11	1.69	170.420820357143	20.1747992857143	408.79	9932.76	2.85	2.61	>20.11	-0.4867	19.08	182.2	01a59561o0874o
59561.60871335	>20.2	0.0	-5.769264042228407	15.63284450152213	o	>20.2	1.3	170.420820357143	20.1747992857143	10419.2	9817.68	2.84	2.66	>20.2	-0.4737	19.33	181.0	01a59561o0882o
59561.61009375	>20.15	0.0	-14.493810918019303	16.060709395643013	o	>20.15	1.16	170.420820357143	20.1747992857143	470.83	10009.1	2.94	2.78	>20.15	-0.4567	19.31	182.3	01a59561o0885o
59561.61239875	>20.15	0.0	8.934083172085899	16.120193549633257	o	>20.15	1.1	170.420820357143	20.1747992857143	10400.7	9777.65	2.92	2.74	>20.15	-0.4647	19.3	180.7	01a59561o0890o
