###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57569.283754  17.583  1.518   336  510 o  0   1.07 170.42082  20.17479  3454.42   425.07 4.69 3.43  -9.5 -0.595 16.19 17.46 02a57569o0098o
57569.289784 -17.565  2.667  -342  912 o  0   1.08 170.42082  20.17479  4352.46 10236.42 3.85 3.66   3.7 -0.514 15.29 16.57 02a57569o0110o
57705.611265 -20.319  1.654   -27   45 o  0   0.92 170.42082  20.17479  4899.12  1524.89 3.62 3.47 -24.1 -0.470 18.40 19.10 02a57705o0747o
57705.626446 -20.161  1.196   -31   37 o  0   0.92 170.42082  20.17479  4920.23  1564.41 3.57 3.44 -24.0 -0.474 18.54 19.33 02a57705o0770o
57705.639906  21.439  3.269    10   32 o  0   1.44 170.42082  20.17479  4868.81  1490.12 3.84 3.62 -11.3 -0.443 18.63 19.63 02a57705o0793o
57705.653569 -19.252  0.801   -72   58 o  0   1.10 170.42082  20.17479  4851.20  1608.06 3.96 3.78 -11.3 -0.426 18.10 18.70 02a57705o0816o
57737.539307  19.405  1.020    63   64 o  0   0.84 170.42082  20.17479  7126.07  1426.23 3.84 3.80  78.2 -0.435 18.14 18.89 02a57737o0647o
57737.544755 -19.592  2.329   -53  123 o  0   1.19 170.42082  20.17479  7143.58  1464.79 4.03 3.98  48.4 -0.428 17.26 17.62 02a57737o0657o
57745.596327  20.039  0.565    35   20 c  0   1.09 170.42082  20.17479  6053.97 10095.75 3.55 3.35 -15.1 -0.401 19.57 21.39 02a57745o0740c
57745.599718 -21.329  2.594   -11   28 c  0   0.88 170.42082  20.17479  5241.62   242.98 3.85 3.73 -60.5 -0.424 19.55 21.32 02a57745o0745c
57745.611700  20.649  0.952    20   19 c  0   1.34 170.42082  20.17479  6079.22 10134.36 3.58 3.28 -18.0 -0.419 19.55 21.38 02a57745o0763c
57745.614949 -20.943  1.422   -15   22 c  0   0.88 170.42082  20.17479  5266.84   282.39 3.88 3.78 -60.9 -0.419 19.53 21.33 02a57745o0768c
57745.627730 -23.131  9.571    -2   19 c  0   1.15 170.42082  20.17479  6005.60 10059.08 3.53 3.23 -21.8 -0.434 19.55 21.38 02a57745o0787c
57745.630970 -21.728  3.571    -7   26 c  0   1.00 170.42082  20.17479  5213.75   206.82 3.97 3.86 -62.4 -0.410 19.52 21.33 02a57745o0792c
57745.643762  21.919  3.130     6   19 c  0   1.28 170.42082  20.17479  5984.87 10178.43 3.47 3.06 -19.1 -0.466 19.56 21.38 02a57745o0811c
57745.647781  20.470  0.914    24   22 c  0   1.18 170.42082  20.17479  5194.09   325.37 3.88 3.76 -65.3 -0.422 19.54 21.32 02a57745o0816c
57745.658652 -20.478  0.914   -23   21 c  0   1.07 170.42082  20.17479  6038.10 10120.42 3.56 3.19 -15.5 -0.446 19.50 21.27 02a57745o0834c
57745.662705 -21.092  2.026   -13   27 c  0   0.99 170.42082  20.17479  5229.24   267.72 3.95 3.74 -70.3 -0.415 19.36 20.97 02a57745o0839c
57753.574523 -18.708  1.000  -119  119 c  0   0.65 170.42082  20.17479  8453.04  9349.63 3.86 3.52 -87.0 -0.435 17.60 19.48 02a57753o0587c
57753.597627  21.654  4.083     8   32 c  0   1.11 170.42082  20.17479  8464.52  9392.36 3.82 3.52 -88.4 -0.442 18.91 20.82 02a57753o0619c
57753.609260 -18.871  1.875  -103  193 c  0   1.05 170.42082  20.17479  8394.73  9313.86 3.63 3.39 -74.2 -0.434 16.73 18.53 02a57753o0637c
57753.626078  17.530  0.882   353  312 c  0   1.08 170.42082  20.17479  8373.59  9435.31 3.74 3.56 -90.0 -0.444 16.17 17.98 02a57753o0661c
57753.642100 -18.797  2.471  -110  272 c  0   1.42 170.42082  20.17479  2071.19  1075.20 3.89 3.83 -74.3 -0.422 16.41 18.21 02a57753o0684c
57757.581009 -21.277  1.634   -11   18 c  0   1.46 170.42082  20.17479  6034.75  9314.62 3.39 3.17 -28.7 -0.406 19.78 21.74 02a57757o0697c
