###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58055.650813 -19.165  0.809   -78   63 o  0   1.31 170.42082  20.17479 10251.74  6603.98 2.15 1.97  42.0 -0.427 18.15 18.02 02a58055o0908o
58055.654212  15.797  0.232  1743  404 o  0   2.29 170.42082  20.17479   605.65  6594.17 14.71 3.62  89.7 -0.136 16.87 16.51 02a58055o0912o
58059.624476  21.861  2.164     6   14 o  0   2.29 170.42082  20.17479  1451.56  4005.60 1.95 1.81  31.0 -0.482 19.09 19.58 02a58059o0733o
58059.635209 -21.958  2.795    -6   17 o  0   0.80 170.42082  20.17479  1469.46  4045.80 1.84 1.77  38.2 -0.489 19.31 19.97 02a58059o0750o
58059.646219 -20.149  0.688   -32   22 o  0   0.85 170.42082  20.17479  1414.50  3968.87 1.85 1.76  30.2 -0.502 18.76 18.92 02a58059o0767o
58063.618593 -24.203 36.000    -1   27 o  0   1.24 170.42082  20.17479  2821.83  3306.86 2.89 2.83  14.0 -0.426 18.41 19.25 02a58063o0818o
58063.628298 -20.378  0.892   -26   23 o  0   1.48 170.42082  20.17479  2837.68  3344.74 2.59 2.57  58.4 -0.433 18.53 19.33 02a58063o0835o
58063.637104  20.093  0.637    33   21 o  0   1.25 170.42082  20.17479  2782.21  3269.35 2.31 2.18  25.0 -0.446 18.76 19.35 02a58063o0852o
58063.645779 -20.686  1.495   -19   29 o  0   0.86 170.42082  20.17479  2761.15  3387.89 2.00 1.93  37.9 -0.472 18.67 19.03 02a58063o0869o
58065.609128  23.200 16.375     2   31 o  0   0.89 170.42082  20.17479  8254.93  4917.77 3.29 3.03 -78.5 -0.446 18.52 19.51 01a58065o0839o
58065.617809  23.035 19.125     2   42 o  0   0.75 170.42082  20.17479  8235.01  4870.26 3.30 3.10 -77.3 -0.428 18.27 19.07 01a58065o0856o
58065.626587  20.307  1.418    27   39 o  0   1.26 170.42082  20.17479  8319.16  4932.37 3.34 3.02 -82.3 -0.434 18.03 18.80 01a58065o0873o
58065.635125 -19.627  0.474   -51   24 o  0   1.84 170.42082  20.17479  8345.11  4800.42 3.17 2.97 -80.3 -0.441 18.71 19.62 01a58065o0890o
58067.647752 -19.903  0.518   -40   21 o  0   1.25 170.42082  20.17479  2369.09  5362.22 2.45 2.11   4.7 -0.446 18.79 19.45 02a58067o0909o
58067.657138  19.321  1.254    68   85 o  0   1.41 170.42082  20.17479  2382.65  5403.93 2.02 1.93  18.1 -0.462 17.27 17.29 02a58067o0926o
58097.646244 -22.217  4.478    -5   21 o  0   0.95 170.42082  20.17479   168.54  4384.00 3.27 2.82 -89.9 -0.472 19.01 20.22 01a58097o0866o
58097.657287  21.319  2.295    11   25 o  0   1.00 170.42082  20.17479   158.57  4307.07 3.11 2.53  89.7 -0.487 18.85 19.85 01a58097o0883o
58097.668166 -18.718  1.033  -118  122 o  0   1.22 170.42082  20.17479   220.29  4342.38 3.43 2.77  89.5 -0.454 17.18 17.30 01a58097o0900o
58099.651868  20.052  3.545    35  123 o  0   1.11 170.42082  20.17479 10483.58  4933.39 2.58 2.19  60.4 -0.484 17.01 17.66 02a58099o0926o
58099.661783  19.858  0.760    41   31 o  0   1.23 170.42082  20.17479   889.12  4963.41 2.91 2.34   8.1 -0.419 18.10 19.04 02a58099o0939o
58099.665784 -19.048  1.240   -87  108 o  0   1.02 170.42082  20.17479 10462.87  5052.88 2.93 2.54  51.9 -0.489 17.69 18.22 02a58099o0944o
58101.630314 -19.944  0.448   -38   17 o  0   0.91 170.42082  20.17479  8735.55  3920.68 3.75 3.09 -84.0 -0.420 19.31 21.11 01a58101o0897o
58101.641365 -20.560  1.000   -22   22 o  0   0.99 170.42082  20.17479  8728.05  3842.72 3.48 2.98  80.1 -0.424 19.00 21.27 01a58101o0914o
58101.652641  21.206  1.288    12   15 o  0   1.28 170.42082  20.17479  8790.11  3879.47 3.65 2.92 -84.0 -0.427 19.35 21.10 01a58101o0931o
58101.663320  21.738  2.970     7   22 o  0   0.87 170.42082  20.17479  8813.84  3722.70 3.61 2.81 -87.0 -0.439 19.02 20.22 01a58101o0948o
58105.617930 -20.490  0.985   -23   23 o  0   1.17 170.42082  20.17479  7094.81  7148.92 3.21 3.02 -81.8 -0.422 18.77 20.47 01a58105o0797o
58105.628610  23.440 11.400     2   17 o  0   1.42 170.42082  20.17479  7087.56  7075.70 2.92 2.81  77.5 -0.456 19.00 21.18 01a58105o0814o
58105.640461  20.181  0.477    31   15 o  0   1.12 170.42082  20.17479  7151.46  7108.12 3.18 2.88 -81.3 -0.436 19.38 21.09 01a58105o0831o
58105.652457 -21.187  1.150   -12   14 o  0   1.51 170.42082  20.17479  7175.44  6946.24 3.15 2.88  86.4 -0.424 19.33 21.03 01a58105o0848o
58109.635541  22.142  2.864     5   14 o  0   1.34 170.42082  20.17479  9457.23  4735.90 3.78 2.78 -83.3 -0.443 19.48 21.38 01a58109o0219o
58109.646133  21.701  2.029     8   15 o  0   0.92 170.42082  20.17479  9443.61  4656.88 3.69 2.75 -85.4 -0.448 19.52 21.40 01a58109o0236o
58109.655105  21.537  1.811     9   16 o  0   1.09 170.42082  20.17479 10231.88  5616.19 3.87 2.80 -86.4 -0.436 19.46 21.37 01a58109o0250o
58109.657062 -22.553  4.333    -4   15 o  0   1.25 170.42082  20.17479  9503.29  4693.26 3.75 2.83 -87.5 -0.436 19.46 21.31 01a58109o0253o
58109.667977  20.396  1.009    25   25 o  0   1.17 170.42082  20.17479  9524.87  4533.76 3.82 2.82 -83.5 -0.444 18.77 19.78 01a58109o0270o
58113.601846  21.013  1.169    14   17 o  0   0.88 170.42082  20.17479  7852.55  5759.13 3.26 2.80 -82.7 -0.444 19.42 21.13 01a58113o0717o
58113.610537 -22.469  3.889    -4   14 o  0   1.43 170.42082  20.17479  7840.50  5688.82 3.38 2.84 -80.7 -0.435 19.36 21.06 01a58113o0734o
58113.620322 -22.277  3.700    -4   16 o  0   1.11 170.42082  20.17479  7901.99  5730.17 3.43 3.00 -86.5 -0.430 19.33 20.95 01a58113o0751o
58113.630746 -19.868  0.424   -41   17 o  0   1.07 170.42082  20.17479  7928.35  5576.63 3.60 3.11 -81.5 -0.421 19.23 20.92 01a58113o0768o
58117.548761  20.350  0.731    26   19 o  0   1.06 170.42082  20.17479  7058.78  4344.13 3.12 2.84 -78.4 -0.445 19.00 20.13 01a58117o0663o
58117.563039 -22.347  4.600    -4   19 o  0   1.10 170.42082  20.17479  7054.22  4261.38 3.21 2.96 -75.6 -0.434 19.00 20.20 01a58117o0690o
58117.572149  22.545  5.375     4   19 o  0   1.24 170.42082  20.17479  7117.27  4309.31 3.29 3.04 -81.5 -0.429 19.02 20.27 01a58117o0707o
58117.580437 -21.699  2.231    -8   17 o  0   1.04 170.42082  20.17479  7141.45  4165.21 3.10 2.86 -78.3 -0.443 19.15 20.42 01a58117o0724o
58119.610788 -20.495  0.788   -23   18 o  0   1.48 170.42082  20.17479  2740.93  4977.50 2.15 2.08  28.4 -0.458 18.92 19.50 02a58119o0814o
58119.621092  19.630  0.344    51   18 o  0   1.57 170.42082  20.17479  2761.15  5018.91 2.10 2.05  12.1 -0.481 18.95 19.50 02a58119o0833o
58119.632505 -23.016  9.042    -2   20 o  0   0.99 170.42082  20.17479  7775.38  5484.05 2.04 1.97 -54.9 -0.494 19.05 19.56 02a58119o0852o
58119.644469 -21.100  1.314   -13   17 o  0   1.11 170.42082  20.17479  7791.34  5362.08 2.09 1.99 -58.5 -0.463 19.00 19.57 02a58119o0871o
58121.493125 -20.961  2.794   -15   42 o  0   1.53 170.42082  20.17479  7646.77  5811.40 3.44 2.88 -82.4 -0.442 18.35 19.07 01a58121o0594o
58121.505615 -20.139  1.439   -32   46 o  0   1.08 170.42082  20.17479  7641.64  5745.02 3.49 3.00 -83.0 -0.437 18.40 19.13 01a58121o0621o
58121.516179 -21.001  2.814   -14   41 o  0   1.04 170.42082  20.17479  7727.66  5798.62 3.38 2.77 -77.2 -0.452 18.47 19.18 01a58121o0644o
58121.517099 -20.777  2.148   -18   38 o  0   1.49 170.42082  20.17479  7746.04  5679.97 3.42 2.93 -82.3 -0.447 18.45 19.18 01a58121o0646o
58127.582638  23.206  4.952     2    9 o  0   1.06 170.42082  20.17479  2673.90  4850.21 2.03 1.90  49.3 -0.473 19.71 21.02 02a58127o0783o
58127.592345  20.448  0.401    24   10 o  0   1.62 170.42082  20.17479  2689.64  4891.51 2.05 1.91  43.9 -0.467 19.65 20.95 02a58127o0801o
58127.597442 -21.314  1.181   -11   13 o  0   1.13 170.42082  20.17479  7869.44  5619.29 2.62 2.22   4.3 -0.443 19.51 20.94 02a58127o0811o
58127.609374 -22.703  3.310    -3   10 o  0   1.64 170.42082  20.17479  2600.11  4929.62 2.19 2.08  42.1 -0.454 19.64 20.99 02a58127o0834o
58131.634296 -22.576  2.545    -3    9 o  0   1.25 170.42082  20.17479  8167.25  6644.20 2.14 2.08 -78.0 -0.462 19.79 21.37 02a58131o0709o
58131.640889 -21.709  1.493    -8   11 o  0   0.73 170.42082  20.17479  8130.08  6605.07 2.09 2.03 -52.8 -0.452 19.76 21.29 02a58131o0722o
58131.647921  20.640  0.586    20   12 o  0   1.46 170.42082  20.17479  8203.32  6684.41 2.08 2.03 -58.7 -0.464 19.59 21.05 02a58131o0736o
58131.669880 -24.670 20.000    -0   10 o  0   1.45 170.42082  20.17479  8224.10  6568.22 2.11 2.03 -59.4 -0.457 19.68 20.96 02a58131o0772o
58133.599860 -20.472  0.812   -24   19 o  0   1.11 170.42082  20.17479 10197.93  4690.18 4.52 2.99 -88.0 -0.431 19.36 21.21 01a58133o0811o
58133.611564 -21.007  1.147   -14   16 o  0   0.92 170.42082  20.17479   571.98  4832.72 3.25 2.67  87.8 -0.452 19.40 21.24 01a58133o0833o
58133.612022 -23.465 12.600    -2   19 o  0   1.20 170.42082  20.17479 10221.15  4778.12 4.57 3.01 -84.9 -0.433 19.36 21.22 01a58133o0834o
58133.623194 -20.498  1.013   -23   23 o  0   1.33 170.42082  20.17479 10170.74  4745.09 4.09 2.83  85.4 -0.433 19.14 20.92 01a58133o0854o
58133.624480  21.588  1.721     8   14 o  0   0.95 170.42082  20.17479   594.66  4922.02 3.29 2.69  88.6 -0.451 19.36 21.24 01a58133o0856o
58133.636127  22.111  3.647     5   19 o  0   1.10 170.42082  20.17479 10160.35  4914.97 4.58 3.05 -84.0 -0.429 19.37 21.22 01a58133o0876o
58133.636586  21.639  2.179     8   18 o  0   1.31 170.42082  20.17479   526.39  4893.53 3.25 2.76  85.3 -0.447 18.79 20.74 01a58133o0877o
58133.652180  21.381  1.434    10   15 o  0   1.20 170.42082  20.17479   517.58  5071.75 3.22 2.66  89.4 -0.463 19.34 21.12 01a58133o0902o
58135.631798  24.478 16.250     1   10 c  0   1.44 170.42082  20.17479  8235.88  6083.52 2.73 2.66  71.3 -0.427 19.78 21.76 02a58135o0897c
58135.640116 -23.196  3.929    -2    8 c  0   1.79 170.42082  20.17479  8217.46  6046.07 2.61 2.57  75.9 -0.434 19.78 21.74 02a58135o0913c
58135.649702 -22.159  1.939    -5   10 c  0   1.33 170.42082  20.17479  8272.48  6123.47 2.76 2.68  65.3 -0.428 19.71 21.72 02a58135o0932c
58135.661055  20.799  0.643    17   11 c  0   1.15 170.42082  20.17479  8293.09  6006.40 2.79 2.72  67.5 -0.432 19.64 21.61 02a58135o0954c
58137.606796 -24.606 24.333    -0   13 o  0   0.93 170.42082  20.17479  2996.70  3317.05 2.95 2.63  85.8 -0.467 19.42 21.25 01a58137o0824o
58137.617803  20.821  1.224    17   21 o  0   0.89 170.42082  20.17479  3019.74  3397.76 2.94 2.73  77.4 -0.457 18.90 20.62 01a58137o0845o
58137.629841 -20.834  0.821   -17   14 o  0   1.25 170.42082  20.17479  2971.18  3370.15 3.12 2.83  86.9 -0.443 19.27 21.08 01a58137o0867o
58137.642708 -23.612 10.286    -1   13 o  0   1.27 170.42082  20.17479  2962.28  3535.59 3.06 2.74  85.9 -0.459 19.35 21.05 01a58137o0891o
58147.647646  20.732  1.157    18   21 o  0   0.98 170.42082  20.17479    34.78  5899.90 2.45 1.98  29.2 -0.450 19.62 21.17 02a58147o0870o
58147.651281 -20.297  0.440   -28   12 o  0   1.76 170.42082  20.17479  9698.23  5950.37 2.21 2.12  24.3 -0.460 19.66 21.25 02a58147o0877o
58147.660647  20.931  0.766    15   12 o  0   2.80 170.42082  20.17479    89.91  5976.51 2.44 1.96  32.4 -0.495 19.66 21.17 02a58147o0895o
58147.664653  21.434  1.386    10   13 o  0   1.00 170.42082  20.17479  9662.86  5912.66 2.18 2.10  43.2 -0.450 19.65 21.10 02a58147o0902o
58147.673716 -23.218 12.692    -2   24 o  0   1.03 170.42082  20.17479   107.87  5859.63 2.75 2.32  34.8 -0.384 18.98 19.88 02a58147o0920o
58147.677496  21.174  2.847    12   35 o  0   1.84 170.42082  20.17479  9735.91  5992.35 2.45 2.26  42.6 -0.459 18.42 18.87 02a58147o0927o
58153.606447  20.675  1.592    20   31 o  0   1.11 170.42082  20.17479  3236.02  5245.62 2.94 2.68  83.3 -0.480 18.23 19.39 01a58153o0727o
58157.649937  21.510  2.950     9   27 o  0   1.19 170.42082  20.17479  9951.97  5603.81 5.72 3.83 -85.3 -0.332 18.81 20.42 01a58157o0675o
58157.663055  21.412  2.955    10   29 o  0   1.09 170.42082  20.17479  9988.41  5684.88 5.66 3.79 -85.9 -0.338 18.74 20.15 01a58157o0702o
58157.665363 -24.572 52.000    -0   28 o  0   0.92 170.42082  20.17479   310.37  5739.54 4.04 3.09  85.4 -0.369 18.69 20.06 01a58157o0707o
58157.676116 -18.653  2.161  -126  271 o  0   1.24 170.42082  20.17479  9950.60  5647.75 6.03 4.05 -85.3 -0.305 16.96 17.33 01a58157o0729o
58161.637698  20.627  0.925    20   19 o  0   0.85 170.42082  20.17479   949.31  6949.57 3.86 3.05  88.3 -0.410 19.17 21.04 01a58161o0890o
58161.650936  23.752 17.000     1   20 o  0   0.98 170.42082  20.17479   985.30  7031.72 4.02 3.28  87.7 -0.399 19.05 20.90 01a58161o0917o
58161.664129 -20.344  1.020   -26   27 o  0   1.21 170.42082  20.17479   947.63  6994.39 3.87 3.05  88.4 -0.410 18.72 19.96 01a58161o0944o
58163.564817  19.012  1.041    90   94 c  0   1.03 170.42082  20.17479  8380.48  6939.77 2.81 2.79 -18.7 -0.391 16.95 18.82 02a58163o0639c
58163.574353  18.194  0.496   192   95 c  0   0.90 170.42082  20.17479  8361.86  6899.84 2.69 2.65 -33.0 -0.396 17.03 18.82 02a58163o0657c
58163.584271  18.933  0.618    97   60 c  0   1.88 170.42082  20.17479  8417.22  6979.69 2.55 2.53 -45.1 -0.410 17.38 19.18 02a58163o0677c
58163.594034  18.774  0.552   112   62 c  0   1.03 170.42082  20.17479  8434.44  6862.82 2.69 2.66 -88.4 -0.409 17.68 19.52 02a58163o0697c
58165.645611  20.282  0.711    28   20 o  0   1.09 170.42082  20.17479  9582.47  4989.35 4.75 3.26 -87.1 -0.399 19.12 20.84 01a58165o0502o
58165.657906  19.940  0.593    38   23 o  0   1.07 170.42082  20.17479  9618.33  5063.96 4.87 3.34 -87.4 -0.392 18.96 20.55 01a58165o0528o
58165.670302 -19.436  1.449   -61   88 o  0   1.16 170.42082  20.17479  9580.21  5021.44 5.11 3.53 -87.2 -0.384 17.35 17.75 01a58165o0554o
58167.558694  21.563  1.186     9   10 c  0   1.46 170.42082  20.17479  8965.26  4331.91 2.67 2.57  57.8 -0.450 19.76 21.74 02a58167o0727c
58167.570170  23.041  4.062     2    9 c  0   1.48 170.42082  20.17479  8948.34  4293.19 2.61 2.48  61.2 -0.449 19.79 21.78 02a58167o0750c
58167.580207 -21.849  1.558    -7   10 c  0   0.99 170.42082  20.17479  9021.05  4372.04 2.69 2.53  58.7 -0.449 19.70 21.68 02a58167o0771c
58167.589005  23.877  9.857     1   10 c  0   1.14 170.42082  20.17479  9040.69  4255.21 2.66 2.53  59.8 -0.444 19.75 21.77 02a58167o0788c
58169.635173 -21.549  1.946    -9   17 o  0   1.03 170.42082  20.17479  1712.72  3696.07 3.70 2.82  87.4 -0.434 19.10 20.97 01a58169o0519o
58169.647780  19.563  0.306    54   17 o  0   1.35 170.42082  20.17479  1748.08  3773.65 3.76 2.93  86.4 -0.420 19.07 20.92 01a58169o0545o
58169.660971 -21.267  1.881   -11   21 o  0   1.38 170.42082  20.17479  1711.40  3731.15 3.88 3.07  86.1 -0.412 18.69 20.27 01a58169o0572o
58171.528113 -19.998  0.709   -36   26 c  0   0.92 170.42082  20.17479  7668.42  4509.50 2.47 2.38  72.6 -0.441 18.78 20.53 02a58171o0444c
58171.537443  20.747  0.800    18   15 c  0   1.74 170.42082  20.17479  7651.22  4471.88 2.49 2.42  79.4 -0.437 19.12 20.85 02a58171o0462c
58171.548433  19.913  0.774    39   30 c  0   0.81 170.42082  20.17479  7706.56  4549.35 2.56 2.46  62.7 -0.437 18.56 20.28 02a58171o0483c
58171.557025 -19.968  1.522   -37   57 c  0   1.25 170.42082  20.17479  7727.41  4434.41 2.65 2.56  49.4 -0.432 17.73 19.37 02a58171o0500c
58183.503413 -21.728  2.329    -7   17 o  0   1.31 170.42082  20.17479  9036.10  6194.00 2.05 1.96   3.8 -0.505 19.25 19.99 02a58183o0594o
58183.514774 -20.331  0.648   -27   17 o  0   1.01 170.42082  20.17479  9017.37  6156.90 1.98 1.97  25.6 -0.501 19.26 19.96 02a58183o0615o
58183.525561  20.839  0.929    17   16 o  0   1.66 170.42082  20.17479  9090.61  6234.71 2.03 2.02  35.2 -0.481 19.24 19.95 02a58183o0637o
58183.534630  21.142  1.333    13   17 o  0   1.04 170.42082  20.17479  9111.10  6120.20 2.02 1.99  31.6 -0.495 19.26 19.93 02a58183o0654o
58185.498274 -20.919  1.197   -16   19 o  0   0.85 170.42082  20.17479  2001.33  4951.72 3.44 2.62 -89.0 -0.458 19.00 20.76 01a58185o0579o
58185.508339  22.027  3.143     6   18 o  0   1.05 170.42082  20.17479  2026.24  5030.05 3.43 2.61  89.1 -0.452 19.14 20.65 01a58185o0599o
58185.519432 -20.213  0.606   -30   18 o  0   0.99 170.42082  20.17479  1977.78  4996.06 3.47 2.67  88.3 -0.454 19.07 20.58 01a58185o0623o
58185.528679  22.208  3.591     5   17 o  0   1.25 170.42082  20.17479  1968.76  5148.10 3.54 2.72  89.8 -0.438 19.01 20.54 01a58185o0641o
58205.431962 -19.963  1.296   -38   49 o  0   1.05 170.42082  20.17479  3133.65  5631.74 3.72 2.91  89.9 -0.434 18.29 19.25 01a58205o0266o
58205.439737  23.865 52.750     1   54 o  0   1.33 170.42082  20.17479  3156.33  5701.08 3.57 2.86  88.9 -0.441 18.03 19.06 01a58205o0280o
58205.449481  19.924  1.124    39   44 o  0   1.03 170.42082  20.17479  3106.83  5662.95 3.64 2.86 -88.7 -0.443 18.30 19.21 01a58205o0300o
58205.461605 -21.875  7.370    -6   48 o  0   1.10 170.42082  20.17479  3095.95  5826.25 3.71 2.95 -89.0 -0.436 18.28 19.21 01a58205o0321o
58213.444981 -19.989  0.500   -37   18 o  0   1.18 170.42082  20.17479  9342.87  4411.28 3.78 2.82 -85.3 -0.444 19.09 20.39 01a58213o0403o
58213.456284  22.232  3.800     5   18 o  0   1.54 170.42082  20.17479  9371.66  4493.43 3.75 2.75 -86.6 -0.440 19.07 20.36 01a58213o0425o
58213.467955  24.567 40.000     0   22 o  0   1.17 170.42082  20.17479  9309.56  4461.92 4.02 3.04 -87.3 -0.421 18.94 20.28 01a58213o0446o
58213.479727 -21.467  2.382    -9   22 o  0   1.11 170.42082  20.17479  9304.20  4621.64 4.05 3.04  89.0 -0.424 18.91 20.23 01a58213o0468o
58221.439770 -21.818  2.400    -7   16 o  0   1.42 170.42082  20.17479  1126.76  3560.11 2.92 2.84 -89.6 -0.465 19.23 20.67 01a58221o0182o
58221.450750  20.573  0.731    21   16 o  0   1.08 170.42082  20.17479  1156.54  3640.17 3.00 2.83  89.9 -0.461 19.32 21.10 01a58221o0204o
58221.461421 -19.888  0.361   -40   14 o  0   1.41 170.42082  20.17479  1112.40  3600.71 2.97 2.79  83.9 -0.466 19.31 21.04 01a58221o0225o
58221.472813 -20.332  0.571   -27   15 o  0   1.18 170.42082  20.17479  1107.99  3756.66 3.01 2.69  83.0 -0.464 19.32 20.99 01a58221o0247o
58227.417139  19.715  0.367    47   17 c  0   1.76 170.42082  20.17479  9186.44  4267.98 2.60 2.58  30.6 -0.438 18.92 20.65 02a58227o0229c
58227.428347  22.654  5.714     3   18 c  0   1.30 170.42082  20.17479  9167.45  4228.96 2.61 2.57 -89.5 -0.436 19.19 20.90 02a58227o0251c
58227.439562 -21.589  1.698    -8   14 c  0   1.32 170.42082  20.17479  9221.52  4308.82 2.54 2.49  77.0 -0.444 19.34 21.04 02a58227o0272c
58227.445755 -21.314  1.469   -11   16 c  0   1.26 170.42082  20.17479  9241.00  4191.55 2.57 2.54  78.3 -0.438 19.18 20.91 02a58227o0284c
58231.384258 -21.497  1.612    -9   15 o  0   1.25 170.42082  20.17479  8570.63  3968.68 2.27 2.15 -59.2 -0.468 19.37 20.32 02a58231o0340o
58231.393979  20.047  0.461    35   16 o  0   1.07 170.42082  20.17479  8553.63  3931.33 2.19 2.11 -51.3 -0.472 19.37 20.26 02a58231o0358o
58231.403053 -21.522  1.784    -9   16 o  0   0.72 170.42082  20.17479  8608.83  4008.62 2.14 2.03 -47.6 -0.463 19.37 20.21 02a58231o0377o
58231.414287  22.057  3.360     6   18 o  0   0.89 170.42082  20.17479  8628.05  3893.09 2.20 2.14 -47.4 -0.463 19.29 20.12 02a58231o0399o
58243.378688  19.894  0.490    40   20 o  0   1.18 170.42082  20.17479  9252.88  7081.88 2.14 2.08  65.5 -0.519 19.05 20.13 02a58243o0320o
58243.390116 -25.097 50.000    -0   17 o  0   0.98 170.42082  20.17479  9235.51  7042.59 2.09 2.06  78.1 -0.491 19.34 20.38 02a58243o0342o
58243.402173 -19.080  0.806   -85   68 o  0   1.35 170.42082  20.17479  9290.44  7120.79 2.10 2.07  49.7 -0.495 17.64 18.20 02a58243o0365o
58243.413962 -20.222  0.604   -30   18 o  0   1.18 170.42082  20.17479  9309.05  7004.06 2.01 2.00  72.3 -0.513 19.33 20.13 02a58243o0387o
58251.376522  21.687  1.526     8   12 c  0   0.84 170.42082  20.17479  6352.06  6312.92 2.60 2.46 -45.1 -0.404 19.73 21.59 02a58251o0326c
58251.387312 -21.663  1.275    -8   10 c  0   1.35 170.42082  20.17479  6333.49  6273.57 2.75 2.64 -53.4 -0.407 19.67 21.57 02a58251o0349c
58251.398455 -21.448  1.185   -10   11 c  0   0.86 170.42082  20.17479  6386.94  6351.01 2.68 2.55 -48.0 -0.406 19.67 21.54 02a58251o0372c
58251.409788  22.296  2.733     4   12 c  0   1.00 170.42082  20.17479  6406.71  6234.89 2.68 2.51 -43.6 -0.405 19.67 21.49 02a58251o0395c
58253.353888 -19.659  0.555   -50   28 o  0   0.96 170.42082  20.17479  2076.98  5735.72 2.99 2.78 -87.9 -0.456 18.48 20.04 01a58253o0268o
58253.364671  21.005  1.453    14   21 o  0   1.11 170.42082  20.17479  2124.25  5814.65 3.09 2.80  84.7 -0.457 18.88 20.44 01a58253o0290o
58253.376407 -21.816  4.688    -7   32 o  0   1.17 170.42082  20.17479  2062.06  5778.10 3.18 2.91  82.4 -0.448 18.37 19.89 01a58253o0313o
58253.387744 -21.400  2.093   -10   21 o  0   0.76 170.42082  20.17479  2058.00  5932.98 3.31 3.00  79.8 -0.438 19.12 20.66 01a58253o0335o
58255.367327  20.691  0.560    19   11 c  0   1.30 170.42082  20.17479  6989.50  5292.62 2.78 2.50 -50.9 -0.390 19.64 21.49 02a58255o0043c
58255.378280  21.267  0.946    11   11 c  0   1.50 170.42082  20.17479  6970.52  5253.93 2.64 2.48 -51.1 -0.411 19.60 21.43 02a58255o0066c
58255.389658  20.261  0.351    28   10 c  0   1.86 170.42082  20.17479  7023.11  5331.95 2.55 2.39 -45.9 -0.411 19.57 21.35 02a58255o0089c
58255.400771  22.548  3.609     4   12 c  0   1.01 170.42082  20.17479  7042.70  5216.11 2.52 2.44 -45.7 -0.413 19.54 21.31 02a58255o0112c
58257.313814  18.782  0.520   112   58 o  0   0.29 170.42082  20.17479 10528.76  3728.92 3.72 2.79 -87.7 -0.464 19.32 20.94 01a58257o0184o
58257.328110  22.051  3.074     6   17 o  0   0.90 170.42082  20.17479   898.16  3895.05 3.11 2.92  87.2 -0.455 19.22 20.96 01a58257o0212o
58257.332545  19.502  0.473    58   27 o  0   1.05 170.42082  20.17479 10507.77  3763.08 4.05 2.88 -87.8 -0.445 19.28 20.86 01a58257o0221o
58257.338159  21.260  1.349    11   15 o  0   0.89 170.42082  20.17479   925.07  3971.64 2.87 2.72 -89.8 -0.480 19.34 20.91 01a58257o0232o
58257.342970  19.711  0.411    47   20 o  0   2.05 170.42082  20.17479 10499.01  3919.46 3.96 2.76 -88.0 -0.472 19.29 20.83 01a58257o0242o
58257.349022 -21.297  1.444   -11   16 o  0   0.72 170.42082  20.17479   879.38  3934.39 3.16 2.86  85.2 -0.453 19.29 20.91 01a58257o0253o
58257.359987  23.388 10.375     2   17 o  0   1.24 170.42082  20.17479   854.42  4089.84 3.12 2.84  85.7 -0.456 19.24 20.85 01a58257o0274o
58259.349833  20.234  0.456    29   13 c  0   1.62 170.42082  20.17479   281.75  5115.44 2.50 2.39  -7.4 -0.361 19.15 20.34 02a58259o0020c
58259.350987 -20.471  0.641   -24   15 c  0   1.24 170.42082  20.17479  9886.60  5254.07 2.60 2.53 -47.6 -0.439 19.24 20.48 02a58259o0022c
58259.362678  20.736  0.865    18   16 c  0   1.27 170.42082  20.17479  9904.21  5136.97 2.62 2.61 -22.5 -0.450 19.20 20.47 02a58259o0044c
58261.304854  18.008  0.437   227   99 o  0   0.63 170.42082  20.17479 10514.12  4126.69 3.48 3.15 -83.1 -0.479 18.06 18.70 01a58261o0117o
58261.307289 -19.708  0.876   -48   42 o  0   1.18 170.42082  20.17479   876.77  4245.62 3.79 3.34   3.1 -0.395 18.12 18.83 01a58261o0122o
58261.316358 -21.283  4.095   -11   46 o  0   0.95 170.42082  20.17479   903.34  4319.56 3.78 3.32  -1.7 -0.402 18.03 18.71 01a58261o0141o
58261.322309  24.615 126.000     0   65 o  0   1.10 170.42082  20.17479 10492.51  4156.29 3.77 2.93 -86.5 -0.479 18.11 18.68 01a58261o0153o
58261.325747  20.061  1.115    34   38 o  0   0.89 170.42082  20.17479   836.77  4277.52 3.28 3.20 -10.2 -0.445 18.19 19.03 01a58261o0160o
58261.332680  25.484 206.000     0   48 o  0   1.11 170.42082  20.17479 10482.96  4312.67 3.70 2.74 -86.6 -0.493 18.31 18.93 01a58261o0173o
58261.336815  21.714  5.091     8   38 o  0   1.12 170.42082  20.17479   827.86  4433.87 3.24 3.18  49.2 -0.444 18.22 19.10 01a58261o0181o
58263.337443 -20.208  1.259   -30   38 o  0   1.52 170.42082  20.17479  6541.80  4627.04 2.23 2.07 -52.3 -0.483 17.94 18.17 02a58263o0220o
58263.346053 -19.438  0.451   -61   28 o  0   1.21 170.42082  20.17479  6524.35  4588.57 2.38 2.07 -53.4 -0.450 18.68 19.08 02a58263o0237o
58263.356329 -20.464  1.014   -24   24 o  0   1.53 170.42082  20.17479  6581.10  4665.22 2.18 2.01 -52.2 -0.483 18.58 19.14 02a58263o0257o
58263.367227 -19.712  0.425   -47   20 o  0   1.66 170.42082  20.17479  6598.84  4549.16 2.26 2.02 -53.1 -0.472 18.75 19.29 02a58263o0279o
