#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59732o0497o,284.214665,36.6187966666667,>19.820687156361224,0.0,1.56,o,22.202,59732.47197955,1210.81,9583.83,188.0,180.1,12.8,8.2,178.0,-377.4,553.0,1.57,2.74,2.59,1.0,3.0,-0.4677,22.254561519972324,14.256828473732266,19.39,30.0
01a59732o0520o,284.214665,36.6187966666667,>20.27,0.0,3.0,o,22.203,59732.48380625,1231.06,9465.45,211.0,179.8,6.8,8.0,176.7,-982.1,596.6,1.64,2.8,2.65,1.0,3.0,-0.4607,12.270762862345988,14.436191602759983,19.37,30.0
02a59733o0462c,284.214665,36.6187966666667,>20.10685094422916,0.0,1.85,c,22.162,59733.45777605,9351.12,5579.35,195.0,179.4,12.6,6.8,177.0,-418.7,503.2,1.17,2.74,2.47,1.0,3.0,-0.4017,20.397493644263772,11.008171173094736,19.64,30.0
02a59733o0466c,284.214665,36.6187966666667,>20.54,0.0,3.0,c,22.163,59733.45960235,9370.63,5618.33,169.0,180.6,-2.2,7.1,178.6,-1050.1,550.4,1.12,2.65,2.38,1.0,3.0,-0.4087,-3.3373692268705364,10.770600686718547,19.59,30.0
02a59733o0472c,284.214665,36.6187966666667,>20.54,0.0,3.0,c,22.163,59733.46234285,9312.4,5542.41,182.0,179.4,3.0,7.0,177.4,-806.3,494.5,1.4,2.66,2.4,1.0,3.0,-0.4027,4.581132766819473,10.689309789245437,19.59,30.0
02a59733o0490c,284.214665,36.6187966666667,>20.63,0.0,3.0,c,22.166,59733.47150665,9291.62,5660.42,169.0,178.3,2.5,6.6,178.6,231.3,488.6,1.35,2.65,2.35,1.0,3.0,-0.4107,3.7412134771947136,9.876803579794041,19.65,30.0
02a59734o0411c,284.214665,36.6187966666667,>20.52,0.0,3.0,c,22.149,59734.44006655,9351.81,5578.66,160.0,178.6,-3.6,7.2,177.8,-764.4,480.4,1.01,2.63,2.36,1.0,3.0,-0.4087,-5.444136397718415,10.88827279543683,19.58,30.0
02a59734o0417c,284.214665,36.6187966666667,>20.54,0.0,3.0,c,22.15,59734.44280875,9371.98,5617.42,179.0,180.9,3.3,7.2,178.7,-637.6,430.3,0.9,2.61,2.35,1.0,3.0,-0.4107,4.936067099802117,10.7696009450228,19.6,30.0
02a59734o0462c,284.214665,36.6187966666667,>20.67,0.0,3.0,c,22.157,59734.46667755,9315.48,5543.71,149.0,180.4,-14.2,6.5,177.9,-1084.7,429.3,1.45,2.59,2.33,1.0,3.0,-0.4117,-20.78273857949649,9.51322540610755,19.64,30.0
02a59734o0472c,284.214665,36.6187966666667,>20.56,0.0,3.0,c,22.158,59734.47126165,9296.78,5660.2,196.0,177.7,-1.4,7.3,177.5,535.1,530.7,1.23,2.58,2.31,1.0,3.0,-0.4157,-2.0291701583520982,10.580672968550227,19.64,30.0
01a59735o0436o,284.214665,36.6187966666667,>19.7,0.0,3.0,o,21.792,59735.44552405,1170.52,9551.99,-123.0,-160.3,-9.5,10.0,-112.7,26615.5,842.9,2.62,2.71,2.54,1.0,3.0,-0.4817,-23.674747624067702,24.920786972702842,18.96,30.0
01a59735o0441o,284.214665,36.6187966666667,>19.50596821641003,0.0,1.1,o,21.903,59735.44782525,1151.12,9513.74,191.0,180.3,9.2,8.4,176.5,-1169.8,592.3,1.08,2.74,2.57,1.0,3.0,-0.4717,20.981196866803526,19.15674496534235,19.05,30.0
01a59735o0452o,284.214665,36.6187966666667,>20.23,0.0,3.0,o,22.174,59735.45298575,1210.8,9588.82,189.0,177.7,-6.0,8.7,177.1,-48.5,669.2,1.59,2.7,2.55,1.0,3.0,-0.4727,-10.433113697858197,15.128014861894382,19.36,30.0
01a59735o0488o,284.214665,36.6187966666667,>20.26,0.0,3.0,o,22.203,59735.47150565,1230.27,9467.2,195.0,178.3,-2.9,8.8,176.4,-425.6,650.7,1.53,2.69,2.54,1.0,3.0,-0.4747,-4.881381375489628,14.812467622175426,19.42,30.0
01a59736o0447o,284.214665,36.6187966666667,>19.83266223224155,0.0,1.22,o,22.204,59736.44914715,3071.21,9367.91,212.0,181.8,10.0,8.2,180.1,606.9,488.7,1.52,2.73,2.57,1.0,3.0,-0.4707,17.204993609763477,14.108094760006049,19.4,30.0
01a59736o0494o,284.214665,36.6187966666667,>20.36,0.0,3.0,o,22.207,59736.47376505,3057.71,9326.75,184.0,181.5,1.8,7.5,179.7,-429.7,527.9,1.53,2.78,2.62,1.0,3.0,-0.4617,3.1796355034477495,13.248481264365623,19.41,30.0
01a59736o0498o,284.214665,36.6187966666667,>20.38,0.0,3.0,o,22.207,59736.47560555,3115.49,9401.65,186.0,182.1,5.8,7.6,180.6,332.7,586.0,1.57,2.74,2.59,1.0,3.0,-0.4667,10.028525098291897,13.140825990865244,19.42,30.0
01a59736o0508o,284.214665,36.6187966666667,>20.27,0.0,3.0,o,22.207,59736.48021335,3133.35,9283.3,198.0,206.1,-8.1,8.2,190.7,-9250.5,613.9,2.32,2.77,2.62,1.0,3.0,-0.4667,-14.322697663659802,14.499521091606221,19.42,30.0
02a59737o0416o,284.214665,36.6187966666667,>20.43,0.0,3.0,o,22.122,59737.43370955,9352.26,5579.89,169.0,181.8,0.7,10.1,180.8,709.3,485.0,1.06,2.32,2.02,1.0,3.0,-0.4407,0.8439100126282625,12.176415896493502,19.5,30.0
02a59737o0421o,284.214665,36.6187966666667,>20.068220642654296,0.0,1.24,o,22.123,59737.43604675,9371.61,5618.42,188.0,180.2,12.0,9.7,182.5,765.3,571.3,1.15,2.29,1.99,1.0,3.0,-0.4427,14.080839560039534,11.382011977698621,19.53,30.0
02a59737o0428o,284.214665,36.6187966666667,>20.38,0.0,3.0,o,22.123,59737.43924395,9312.93,5542.91,152.0,181.6,-13.3,10.7,181.3,-857.8,582.8,0.83,2.31,2.02,1.0,3.0,-0.4397,-15.935795047244012,12.820526842519616,19.57,30.0
02a59737o0446o,284.214665,36.6187966666667,>20.45,0.0,3.0,o,22.122,59737.44848225,9288.1,5660.19,187.0,181.0,3.6,10.4,182.4,-554.3,492.7,1.23,2.29,1.95,1.0,3.0,-0.4447,4.15079552407802,11.991187069558727,19.61,30.0
02a59739o0519o,284.214665,36.6187966666667,>20.19,0.0,3.0,o,22.128,59739.47671005,7861.28,9314.03,159.0,180.8,0.5,12.5,175.0,-228.4,643.6,1.22,2.38,2.0,1.0,3.0,-0.4407,0.6088855987695234,15.222139969238087,19.33,30.0
02a59739o0523o,284.214665,36.6187966666667,>19.79539414979914,0.0,1.35,o,22.128,59739.47854095,7881.21,9353.38,171.0,180.3,16.1,11.9,176.2,-965.3,680.0,1.17,2.4,2.01,1.0,3.0,-0.4397,19.851435657309516,14.67280026844616,19.36,30.0
02a59739o0531o,284.214665,36.6187966666667,>20.26,0.0,3.0,o,22.129,59739.48219765,7821.45,9276.94,189.0,180.0,-17.7,12.0,176.6,-445.6,619.7,1.69,2.37,1.97,1.0,3.0,-0.4447,-21.20052344199558,14.37323623186141,19.4,30.0
02a59739o0555o,284.214665,36.6187966666667,>20.3,0.0,3.0,o,22.129,59739.49359635,2801.86,1194.26,197.0,181.4,-0.2,12.4,182.4,12.1,586.7,1.25,2.26,1.92,1.0,3.0,-0.4407,-0.221818829260008,13.752767414120497,19.46,30.0
01a59739o0676o,284.214665,36.6187966666667,>20.38,0.0,3.0,o,22.204,59739.55782755,7436.58,1193.0,175.0,181.1,-1.5,6.7,179.3,-462.6,504.9,1.39,2.92,2.73,1.0,3.0,-0.4547,-2.8893190621363942,12.905625144209228,19.4,30.0
01a59739o0686o,284.214665,36.6187966666667,>19.90386562212267,0.0,1.39,o,22.205,59739.56301105,7456.45,1230.42,197.0,182.2,10.0,7.2,178.7,-336.7,487.5,1.47,2.85,2.66,1.0,3.0,-0.4617,18.419814062145736,13.262266124744931,19.36,30.0
01a59739o0759o,284.214665,36.6187966666667,>20.26,0.0,3.0,o,22.194,59739.59811005,7412.78,1160.76,197.0,181.7,-6.6,6.7,179.4,-1398.5,487.8,1.41,3.08,2.89,1.0,3.0,-0.4437,-14.182449312192732,14.397334907832018,19.26,30.0
01a59740o0455o,284.214665,36.6187966666667,>20.05,0.0,3.0,o,22.213,59740.45406945,3071.51,9365.48,180.0,179.7,-24.2,10.3,179.6,-557.4,778.0,1.21,2.75,2.6,1.0,3.0,-0.4717,-42.11920381481297,17.92676856580883,19.19,30.0
01a59740o0468o,284.214665,36.6187966666667,>20.14,0.0,3.0,o,22.214,59740.46006395,3053.26,9327.22,130.0,179.9,-12.0,9.6,180.7,-403.6,759.6,1.56,2.73,2.57,1.0,3.0,-0.4727,-20.494426114669842,16.395540891735873,19.18,30.0
01a59740o0484o,284.214665,36.6187966666667,17.89,0.11,9.83,o,22.211,59740.46785165,3112.12,9402.09,-409.0,-708.3,120.9,12.3,-495.3,117584.0,1368.3,35.65,3.06,2.89,1.0,3.0,-0.4437,254.09979541209344,25.851343950113726,19.07,30.0
01a59740o0490o,284.214665,36.6187966666667,>19.9,0.0,3.0,o,22.209,59740.47061725,3129.56,9283.74,187.0,181.0,2.4,8.1,180.2,-444.5,687.6,1.42,3.31,3.14,1.0,3.0,-0.4077,5.74549735219823,19.39105356366903,18.98,30.0
02a59741o0522o,284.214665,36.6187966666667,>20.1,0.0,3.0,o,22.132,59741.50058635,2745.39,1283.39,211.0,182.5,11.6,14.1,187.0,1910.4,787.8,1.36,2.32,1.99,1.0,3.0,-0.4337,13.563063523574101,16.48613755882714,19.14,30.0
02a59741o0528o,284.214665,36.6187966666667,>20.05,0.0,3.0,o,22.131,59741.50345425,2725.48,1246.31,178.0,181.3,2.6,13.7,185.3,1181.6,730.2,1.2,2.38,2.08,1.0,3.0,-0.4217,3.2268025039010673,17.00276703978639,19.12,30.0
02a59741o0540o,284.214665,36.6187966666667,>19.54721066930601,0.0,1.61,o,22.131,59741.51005195,2785.74,1323.21,159.0,170.2,24.7,15.3,141.1,-11072.2,934.8,1.8,2.35,2.03,1.0,3.0,-0.4267,29.67697280498981,18.382902182847943,19.17,30.0
02a59741o0611o,284.214665,36.6187966666667,>20.07,0.0,3.0,o,22.128,59741.54469705,2800.99,1202.91,186.0,180.2,10.2,13.1,177.6,-429.6,924.7,0.94,2.42,2.1,1.0,3.0,-0.4267,13.09162563271984,16.81375448908137,19.23,30.0
01a59743o0474o,284.214665,36.6187966666667,>19.67,0.0,3.0,o,22.212,59743.46596795,3072.33,9362.96,119.0,180.3,-25.9,10.8,177.4,-903.2,858.8,1.24,3.19,3.03,1.0,3.0,-0.4277,-58.57223833975543,24.42394494476288,18.63,30.0
01a59743o0478o,284.214665,36.6187966666667,>19.48,0.0,3.0,o,22.211,59743.46781045,3052.18,9323.76,154.0,180.1,11.6,12.3,174.4,-2708.3,983.9,1.25,3.24,3.09,1.0,3.0,-0.4247,27.121907105218238,28.75857391329175,18.64,30.0
01a59743o0486o,284.214665,36.6187966666667,16.83,0.06,18.61,o,22.212,59743.47149125,3110.5,9398.98,-938.0,-1512.5,303.3,16.3,-1034.7,309752.0,1698.6,107.25,3.17,3.0,1.0,3.0,-0.4287,675.4787212243137,36.30169190885696,18.62,30.0
01a59743o0507o,284.214665,36.6187966666667,>19.77,0.0,3.0,o,22.217,59743.48252645,3127.41,9279.89,171.0,177.2,-10.4,13.0,176.8,197.2,946.1,1.33,2.8,2.62,1.0,3.0,-0.4677,-18.435350850039274,23.044188562549095,18.75,30.0
01a59745o0571o,284.214665,36.6187966666667,>19.23,0.0,3.0,o,22.194,59745.50273845,5582.02,7365.11,137.0,178.9,2.5,19.8,180.0,960.9,1427.7,1.06,2.87,2.71,1.0,3.0,-0.4607,4.768150354137534,37.763750804769266,18.68,30.0
01a59745o0631o,284.214665,36.6187966666667,>19.33,0.0,3.0,o,22.208,59745.53082795,5610.96,7403.68,182.0,179.0,-5.5,15.9,181.6,780.9,1284.9,1.35,3.2,2.78,1.0,3.0,-0.4097,-11.300982672017284,32.67011354274087,18.62,30.0
01a59745o0669o,284.214665,36.6187966666667,>19.16,0.0,3.0,o,22.187,59745.54869835,5557.28,7327.72,179.0,180.7,1.5,19.1,176.4,1217.7,1523.6,1.42,3.08,2.75,1.0,3.0,-0.4267,3.0390189955326545,38.69684187644914,18.52,30.0
01a59745o0722o,284.214665,36.6187966666667,>19.24,0.0,3.0,o,22.19,59745.57352565,5544.92,7448.9,188.0,177.1,5.3,19.6,177.8,1936.3,1527.4,1.62,2.87,2.69,1.0,3.0,-0.4647,10.108082819720863,37.38083457859037,18.59,30.0
01a59747o0527o,284.214665,36.6187966666667,>19.62,0.0,3.0,o,22.21,59747.48418525,5573.97,7365.33,206.0,181.6,4.7,8.4,179.7,-735.9,753.8,1.38,3.98,3.25,1.0,3.0,-0.3087,12.770945050650736,22.82466775009919,18.75,30.0
01a59747o0534o,284.214665,36.6187966666667,>19.426678399987733,0.0,1.29,o,22.191,59747.48763095,5595.62,7402.48,212.0,182.9,14.1,10.9,182.4,908.5,956.8,1.62,2.83,2.68,1.0,3.0,-0.4697,26.515455217490654,20.49776325323746,18.97,30.0
01a59747o0584o,284.214665,36.6187966666667,>18.8,0.0,3.0,o,21.99,59747.51245325,5543.21,7326.35,125.0,169.3,4.6,19.6,170.0,773.3,1575.9,1.08,3.21,2.99,1.0,3.0,-0.4297,12.696756703953696,54.09922421684619,18.26,30.0
01a59747o0600o,284.214665,36.6187966666667,>19.94,0.0,3.0,o,22.194,59747.51996675,5527.46,7443.19,168.0,181.8,-3.2,10.8,180.6,-216.0,718.0,1.54,2.8,2.64,1.0,3.0,-0.4687,-5.843468157601784,19.72170503190602,18.98,30.0
01a59748o0419o,284.214665,36.6187966666667,>20.09,0.0,3.0,o,22.202,59748.43927345,4964.28,3202.09,158.0,178.9,1.0,9.1,180.0,513.2,599.7,1.58,2.85,2.7,1.0,3.0,-0.4647,1.8800412119958416,17.108375029162154,19.1,30.0
01a59748o0469o,284.214665,36.6187966666667,>20.16,0.0,3.0,o,22.21,59748.46518935,4942.69,3160.48,196.0,183.6,8.0,9.0,180.7,61.1,743.9,1.44,2.8,2.63,1.0,3.0,-0.4657,14.300871756137502,16.08848072565469,19.15,30.0
01a59748o0477o,284.214665,36.6187966666667,19.48,0.27,3.48,o,22.208,59748.46887185,5003.69,3235.85,203.0,180.0,30.3,8.7,174.9,-285.5,712.2,1.19,2.92,2.77,1.0,3.0,-0.4517,58.83882539703611,16.89431620310938,19.1,30.0
01a59748o0484o,284.214665,36.6187966666667,>20.02,0.0,3.0,o,22.208,59748.47211105,5020.81,3118.23,155.0,181.3,-19.2,9.1,180.1,-1162.9,700.8,1.21,2.96,2.79,1.0,3.0,-0.4457,-37.8578449594712,17.943041100582704,19.08,30.0
02a59749o0518o,284.214665,36.6187966666667,>20.29,0.0,3.0,o,22.129,59749.48637225,1051.47,7532.86,179.0,183.5,-14.2,11.8,189.4,2345.7,662.7,1.21,2.32,1.98,1.0,3.0,-0.4397,-16.65713343755479,13.841843279094828,19.34,30.0
02a59749o0525o,284.214665,36.6187966666667,>19.733212863433106,0.0,1.33,o,22.129,59749.48957405,1031.61,7492.76,217.0,185.7,17.1,12.9,187.6,402.6,845.1,1.24,2.35,2.01,1.0,3.0,-0.4377,20.588218815396324,15.531463316877927,19.33,30.0
02a59749o0540o,284.214665,36.6187966666667,>20.25,0.0,3.0,o,22.129,59749.49665215,1089.46,7571.08,199.0,178.8,-25.4,11.9,182.4,1618.2,686.8,1.93,2.35,2.02,1.0,3.0,-0.4367,-30.705183250177075,14.38549923925619,19.31,30.0
02a59749o0608o,284.214665,36.6187966666667,>20.21,0.0,3.0,o,22.125,59749.52920135,1103.97,7450.3,157.0,179.5,-0.7,11.9,179.0,1067.3,706.6,1.23,2.36,2.07,1.0,3.0,-0.4367,-0.8740557490904933,14.858947734538388,19.29,30.0
01a59749o0288o,284.214665,36.6187966666667,>20.1,0.0,3.0,o,22.204,59749.54659865,5595.53,7366.42,160.0,181.6,-0.3,8.6,179.8,-1497.0,654.8,1.31,2.92,2.76,1.0,3.0,-0.4557,-0.5847522930297668,16.762899066853315,19.17,30.0
01a59749o0297o,284.214665,36.6187966666667,>20.07,0.0,3.0,o,22.204,59749.55074175,5617.62,7405.05,185.0,182.1,-12.2,8.4,179.0,-1200.4,655.3,1.53,3.02,2.81,1.0,3.0,-0.4367,-24.60547984211038,16.941477924076,19.11,30.0
