#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59606o0625o,170.420820357143,20.1747992857143,>20.17,0.0,3.0,o,22.02,59606.49002555,2594.52,8282.03,175.0,180.9,-18.6,7.4,182.8,928.3,557.3,0.92,2.85,2.61,1.0,3.0,-0.4817,-40.60290031238081,16.15384205976441,19.26,30.0
01a59606o0631o,170.420820357143,20.1747992857143,>19.799780211447793,0.0,1.04,o,22.13,59606.49279925,2653.77,8357.5,200.0,181.1,7.8,7.5,181.5,342.4,473.1,1.12,2.81,2.62,1.0,3.0,-0.4727,15.102921295314701,14.522039707033366,19.36,30.0
01a59606o0642o,170.420820357143,20.1747992857143,>20.25,0.0,3.0,o,22.171,59606.49787555,2673.95,8238.83,174.0,181.4,4.0,8.0,180.6,-328.9,578.1,0.97,2.71,2.71,1.0,3.0,-0.4787,7.480959754362097,14.961919508724193,19.4,30.0
01a59607o0605o,170.420820357143,20.1747992857143,>20.15,0.0,3.0,o,21.834,59607.48107055,2609.74,8320.33,192.0,181.5,1.0,7.2,181.6,176.4,474.0,1.28,2.74,2.4,1.0,3.0,-0.5117,2.354618488660364,16.95325311835462,19.23,30.0
01a59607o0609o,170.420820357143,20.1747992857143,>20.18,0.0,3.0,o,21.894,59607.48291425,2591.05,8281.61,185.0,180.1,-11.0,7.2,181.7,249.7,548.9,1.21,2.76,2.45,1.0,3.0,-0.5087,-25.131973717522577,16.45001916056023,19.27,30.0
01a59607o0615o,170.420820357143,20.1747992857143,>20.36,0.0,3.0,o,22.176,59607.48567585,2650.26,8357.06,199.0,181.6,2.3,7.9,179.8,-434.1,544.7,1.09,2.71,2.49,1.0,3.0,-0.4907,3.9779124387829228,13.663264463645692,19.47,30.0
01a59607o0626o,170.420820357143,20.1747992857143,>20.42,0.0,3.0,o,22.216,59607.49114825,2674.85,8241.24,160.0,181.3,-20.3,7.7,183.8,1027.6,524.3,1.29,2.75,2.48,1.0,3.0,-0.4957,-34.35889259520219,13.032683398180144,19.5,30.0
03a59609o0551c,170.420820357143,20.1747992857143,>19.943412866308375,0.0,1.25,c,21.867,59609.02428545,6300.09,6157.8,191.0,181.8,6.9,5.5,181.8,518.9,423.9,1.55,2.94,2.55,1.0,3.0,-0.3857,15.999092409615503,12.752899746794965,19.41,30.0
03a59609o0557c,170.420820357143,20.1747992857143,>20.32,0.0,3.0,c,21.869,59609.02701885,6280.65,6118.69,172.0,181.6,-3.1,5.8,182.3,-162.3,352.6,1.37,2.86,2.51,1.0,3.0,-0.3847,-6.863730039226389,12.841817492746147,19.41,30.0
03a59609o0568c,170.420820357143,20.1747992857143,>19.816280037772753,0.0,1.29,c,21.871,59609.03206895,6336.88,6196.38,182.0,182.1,7.5,5.8,181.1,-117.6,403.1,1.26,3.05,2.62,1.0,3.0,-0.3867,18.485071694990264,14.29512211079247,19.35,30.0
03a59609o0626c,170.420820357143,20.1747992857143,>20.28,0.0,3.0,c,21.874,59609.05874275,4140.02,4483.82,179.0,182.0,1.7,5.3,182.4,86.2,398.6,1.33,3.12,2.63,1.0,3.0,-0.3897,4.302471569026832,13.413587832848357,19.36,30.0
02a59609o0601o,170.420820357143,20.1747992857143,>20.53,0.0,3.0,o,22.136,59609.48238225,9184.53,6841.5,165.0,182.2,-18.3,10.5,181.8,193.1,568.7,1.21,2.18,1.92,1.0,3.0,-0.4477,-19.57796543030706,11.23325885345487,19.64,30.0
02a59609o0606o,170.420820357143,20.1747992857143,>20.47,0.0,3.0,o,22.137,59609.48472875,9204.08,6880.12,174.0,181.2,-2.7,10.3,183.3,566.0,575.4,1.28,2.25,2.0,1.0,3.0,-0.4417,-3.085567299052703,11.770867844534386,19.6,30.0
02a59609o0614o,170.420820357143,20.1747992857143,>20.5,0.0,3.0,o,22.137,59609.48878355,9148.29,6798.58,186.0,180.6,2.2,10.6,182.2,1029.1,711.1,1.76,2.2,1.93,1.0,3.0,-0.4437,2.3766291301489733,11.451031263445053,19.59,30.0
02a59609o0633o,170.420820357143,20.1747992857143,>20.41,0.0,3.0,o,22.138,59609.49761655,9131.23,6919.73,156.0,182.2,-14.3,10.8,180.0,-626.2,520.4,1.1,2.26,2.02,1.0,3.0,-0.4397,-16.533111373768982,12.486545652916432,19.58,30.0
01a59610o0775o,170.420820357143,20.1747992857143,>20.32,0.0,3.0,o,22.216,59610.56095535,2965.11,6725.14,175.0,180.5,-3.3,7.0,180.8,690.4,620.4,1.37,2.95,2.78,1.0,3.0,-0.4627,-6.5153761995994035,13.820494968847223,19.42,30.0
01a59610o0787o,170.420820357143,20.1747992857143,>20.13,0.0,3.0,o,22.215,59610.56654895,2989.46,6763.99,203.0,180.5,-2.5,8.4,180.7,1381.5,736.0,0.9,2.96,2.75,1.0,3.0,-0.4627,-4.903691711304909,16.476404149984496,19.44,30.0
01a59610o0832o,170.420820357143,20.1747992857143,>20.27,0.0,3.0,o,22.213,59610.58811385,2942.94,6688.9,203.0,180.5,-5.3,7.0,179.5,298.6,604.1,0.92,3.03,2.82,1.0,3.0,-0.4587,-10.892469478960267,14.386280443909788,19.39,30.0
01a59610o0841o,170.420820357143,20.1747992857143,19.56,0.25,3.78,o,22.213,59610.59244045,2928.82,6805.64,224.0,181.1,27.2,7.2,178.7,-1080.3,531.6,1.08,2.97,2.78,1.0,3.0,-0.4637,54.266135455988895,14.364565267761767,19.48,30.0
01a59611o0234o,170.420820357143,20.1747992857143,>20.03,0.0,3.0,o,21.954,59611.58181255,2982.24,6725.87,179.0,180.6,-12.8,8.0,182.9,1016.3,585.2,1.17,2.78,2.64,1.0,3.0,-0.4587,-28.682528759444804,17.926580474653004,19.24,30.0
01a59611o0241o,170.420820357143,20.1747992857143,>19.81,0.0,3.0,o,21.579,59611.58511895,3005.15,6764.44,193.0,182.1,0.9,6.9,181.3,-5287.6,626.3,2.25,2.79,2.65,1.0,3.0,-0.4557,2.8618794220834487,21.941075569306438,18.84,30.0
01a59611o0253o,170.420820357143,20.1747992857143,>20.02,0.0,3.0,o,21.825,59611.59067085,2949.27,6688.24,165.0,182.0,0.5,6.9,181.3,237.4,527.1,1.33,2.83,2.69,1.0,3.0,-0.4577,1.3075775790225288,18.044570590510897,19.06,30.0
01a59612o0568o,170.420820357143,20.1747992857143,>20.24,0.0,3.0,o,22.214,59612.48005015,7565.36,3874.39,188.0,181.1,-11.7,8.3,179.1,-512.6,549.0,1.04,2.89,2.58,1.0,3.0,-0.4867,-21.511077044258784,15.25999482626905,19.38,30.0
01a59612o0575o,170.420820357143,20.1747992857143,>20.34,0.0,3.0,o,22.216,59612.48331005,7549.13,3837.97,178.0,180.7,2.5,7.6,180.0,-62.0,551.7,1.15,2.83,2.62,1.0,3.0,-0.4767,4.520500075120585,13.742320228366578,19.4,30.0
01a59612o0586o,170.420820357143,20.1747992857143,>20.34,0.0,3.0,o,22.216,59612.48879605,7606.32,3909.11,148.0,181.0,-15.5,7.6,180.1,-740.2,553.8,1.14,2.88,2.56,1.0,3.0,-0.4907,-28.230781228933296,13.84218950579955,19.43,30.0
01a59612o0601o,170.420820357143,20.1747992857143,>20.24,0.0,3.0,o,22.217,59612.49575585,7626.54,3790.3,189.0,181.5,3.7,7.6,178.8,-986.5,537.6,1.13,3.01,2.7,1.0,3.0,-0.4747,7.312918427827368,15.021129743645403,19.36,30.0
02a59613o0635c,170.420820357143,20.1747992857143,>20.64,0.0,3.0,c,22.189,59613.49178335,7287.67,8893.72,185.0,180.8,0.6,7.1,182.1,853.9,412.8,1.24,2.53,2.32,1.0,3.0,-0.4107,0.8285495804373163,9.804503368508245,19.74,30.0
02a59613o0639c,170.420820357143,20.1747992857143,>20.109188657255167,0.0,2.11,c,22.188,59613.49361225,7307.8,8932.13,203.0,181.9,16.9,8.0,181.6,523.6,493.3,0.99,2.51,2.3,1.0,3.0,-0.4187,23.144457601415134,10.955956261024918,19.72,30.0
02a59613o0645c,170.420820357143,20.1747992857143,>20.63,0.0,3.0,c,22.189,59613.49637935,7249.7,8855.53,192.0,181.5,7.2,7.5,179.3,600.6,400.0,1.38,2.48,2.27,1.0,3.0,-0.4177,9.597735555482993,9.997641203628117,19.75,30.0
02a59613o0657c,170.420820357143,20.1747992857143,>20.64,0.0,3.0,c,22.19,59613.50238665,7230.98,8974.46,147.0,181.9,-9.1,7.2,182.8,-88.4,442.5,1.66,2.51,2.31,1.0,3.0,-0.4167,-12.47055663274879,9.866814039097944,19.75,30.0
02a59614o0603c,170.420820357143,20.1747992857143,>20.51,0.0,3.0,c,22.187,59614.48392205,7292.21,8893.82,194.0,180.1,-4.1,8.3,180.4,545.3,535.4,1.29,2.48,2.27,1.0,3.0,-0.4187,-5.48049946915238,11.094669657064577,19.69,30.0
02a59614o0609c,170.420820357143,20.1747992857143,>20.61,0.0,3.0,c,22.187,59614.48667555,7312.27,8933.11,185.0,181.5,-14.3,7.6,181.8,799.4,535.1,1.27,2.47,2.27,1.0,3.0,-0.4187,-19.03783652143305,10.118011018383998,19.7,30.0
02a59614o0616c,170.420820357143,20.1747992857143,>20.203253565256357,0.0,2.2,c,22.189,59614.48987495,7252.86,8855.48,198.0,180.7,16.5,7.5,177.6,235.7,507.9,1.23,2.48,2.28,1.0,3.0,-0.4157,22.05104712209717,10.023203237316894,19.7,30.0
02a59614o0627c,170.420820357143,20.1747992857143,>20.12245859175234,0.0,1.59,c,22.188,59614.49498975,7234.0,8973.27,169.0,182.2,12.9,8.1,181.7,-455.0,601.1,0.91,2.47,2.27,1.0,3.0,-0.4207,17.189817504627634,10.793606340115025,19.76,30.0
01a59615o0568o,170.420820357143,20.1747992857143,>20.29,0.0,3.0,o,22.212,59615.48359885,7566.58,3871.94,213.0,181.5,2.2,8.0,180.9,-464.8,529.8,1.05,2.82,2.61,1.0,3.0,-0.4737,3.952492383916669,14.372699577878798,19.38,30.0
01a59615o0572o,170.420820357143,20.1747992857143,>20.29,0.0,3.0,o,22.21,59615.48545175,7547.12,3832.7,159.0,180.9,-17.0,7.9,180.1,-662.6,575.6,1.23,2.81,2.63,1.0,3.0,-0.4727,-30.69514823563596,14.264215944795533,19.39,30.0
01a59615o0579o,170.420820357143,20.1747992857143,>20.23,0.0,3.0,o,22.21,59615.48871555,7608.04,3908.82,180.0,180.6,-11.8,8.4,178.7,-127.0,652.5,1.1,2.8,2.64,1.0,3.0,-0.4717,-21.291326056021255,15.156537192421911,19.4,30.0
01a59615o0633o,170.420820357143,20.1747992857143,>20.26,0.0,3.0,o,22.186,59615.51448725,7637.47,3790.46,188.0,181.7,4.2,8.4,181.2,-149.3,600.8,1.32,2.71,2.6,1.0,3.0,-0.4667,7.351071967164989,14.702143934329978,19.42,30.0
01a59616o0470o,170.420820357143,20.1747992857143,>20.14,0.0,3.0,o,21.777,59616.46735695,8479.83,9894.7,175.0,181.3,-2.9,5.9,179.5,-653.7,450.8,1.28,2.92,2.62,1.0,3.0,-0.4867,-8.181649791310814,16.64542543749442,19.07,30.0
01a59616o0477o,170.420820357143,20.1747992857143,>20.13,0.0,3.0,o,22.041,59616.47065435,8461.96,9855.05,192.0,181.5,6.0,7.3,179.0,-365.3,507.4,1.01,2.93,2.73,1.0,3.0,-0.4707,13.675407082679358,16.638411950593216,19.24,30.0
01a59616o0535o,170.420820357143,20.1747992857143,>20.17,0.0,3.0,o,22.215,59616.50021505,8536.61,9924.31,178.0,180.4,-2.1,8.5,181.2,934.9,641.7,0.98,2.85,2.71,1.0,3.0,-0.4657,-3.9191527531455073,15.863237334160383,19.41,30.0
01a59616o0565o,170.420820357143,20.1747992857143,>20.26,0.0,3.0,o,22.217,59616.51416605,8558.79,9802.33,191.0,180.9,3.2,7.8,178.4,-654.1,543.3,1.25,2.86,2.73,1.0,3.0,-0.4667,6.031667653376713,14.70218990510574,19.43,30.0
03a59617o0486c,170.420820357143,20.1747992857143,>20.21,0.0,3.0,c,21.774,59616.99607775,2461.74,6261.8,196.0,180.6,1.9,6.4,180.3,-644.9,447.1,1.28,2.75,2.4,1.0,3.0,-0.3927,4.252617105870383,14.324604988194979,19.34,30.0
03a59617o0492c,170.420820357143,20.1747992857143,>20.21,0.0,3.0,c,21.775,59616.99882245,2444.69,6223.37,200.0,180.6,-10.2,6.4,180.6,-229.9,451.6,1.26,2.78,2.38,1.0,3.0,-0.3927,-22.865498287659076,14.346979317746873,19.33,30.0
03a59617o0504c,170.420820357143,20.1747992857143,>20.25,0.0,3.0,c,21.785,59617.00432935,2501.08,6301.75,161.0,180.9,-15.5,6.3,179.5,-33.6,472.5,1.45,2.74,2.38,1.0,3.0,-0.3927,-33.93266451319714,13.791986221493028,19.35,30.0
03a59617o0531c,170.420820357143,20.1747992857143,>20.29,0.0,3.0,c,21.783,59617.01670705,2525.89,6187.73,182.0,180.0,-2.8,6.7,179.7,195.8,466.6,1.35,2.6,2.28,1.0,3.0,-0.3977,-5.608219092696154,13.419667114665799,19.4,30.0
02a59617o0516c,170.420820357143,20.1747992857143,>20.015958683885604,0.0,1.43,c,22.176,59617.44587195,7290.16,8893.4,186.0,181.0,10.3,7.2,180.2,411.5,449.6,1.42,2.74,2.56,1.0,3.0,-0.4037,17.091748674729768,11.94763014155867,19.61,30.0
02a59617o0523c,170.420820357143,20.1747992857143,>19.999915627894907,0.0,2.47,c,22.177,59617.44908085,7310.0,8932.86,193.0,180.4,17.8,7.2,179.5,996.8,503.2,1.31,2.77,2.57,1.0,3.0,-0.4077,30.060184372805715,12.159175701359613,19.59,30.0
02a59617o0530c,170.420820357143,20.1747992857143,>20.096910678798125,0.0,1.56,c,22.178,59617.45229095,7250.24,8855.12,179.0,181.2,11.2,7.2,180.1,510.5,529.2,1.26,2.63,2.44,1.0,3.0,-0.4157,17.16019990471752,11.03155708160412,19.68,30.0
02a59617o0542c,170.420820357143,20.1747992857143,>20.51,0.0,3.0,c,22.18,59617.45779325,7229.41,8973.02,160.0,181.1,-12.3,6.5,179.5,202.3,465.9,1.29,2.77,2.58,1.0,3.0,-0.4027,-20.69966570467631,10.938847730113494,19.59,30.0
01a59618o0584o,170.420820357143,20.1747992857143,>20.22,0.0,3.0,o,22.203,59618.46999635,8461.24,9898.15,188.0,180.0,7.1,8.3,176.1,-345.9,646.1,0.97,2.84,2.63,1.0,3.0,-0.4737,13.052424282539228,15.258467823250083,19.5,30.0
01a59618o0590o,170.420820357143,20.1747992857143,>20.28,0.0,3.0,o,22.216,59618.47279685,8441.75,9858.34,188.0,181.1,-7.3,7.7,181.6,255.0,520.8,1.02,2.83,2.72,1.0,3.0,-0.4707,-13.62815125264503,14.374899266488592,19.5,30.0
01a59618o0604o,170.420820357143,20.1747992857143,>20.26,0.0,3.0,o,22.214,59618.47924245,8502.11,9935.07,203.0,180.1,-0.6,7.8,179.7,144.4,556.2,1.0,2.88,2.7,1.0,3.0,-0.4687,-1.1315304553979582,14.709895920173455,19.5,30.0
01a59618o0626o,170.420820357143,20.1747992857143,>20.32,0.0,3.0,o,22.216,59618.48937675,8519.78,9814.61,186.0,180.7,-3.4,7.7,180.0,-88.3,574.1,1.02,2.83,2.64,1.0,3.0,-0.4767,-6.194810484623263,14.029423744587978,19.54,30.0
02a59618o0735c,170.420820357143,20.1747992857143,>20.55,0.0,3.0,c,22.187,59618.54325155,8249.9,6049.49,184.0,181.7,5.7,7.1,178.6,1.6,434.0,1.48,2.64,2.41,1.0,3.0,-0.4067,8.516370960404052,10.608111196292764,19.67,30.0
02a59618o0742c,170.420820357143,20.1747992857143,>20.26346158207049,0.0,2.04,c,22.188,59618.54646005,8230.52,6011.64,207.0,181.9,13.9,6.8,180.8,1222.5,445.2,2.1,2.55,2.33,1.0,3.0,-0.4117,19.465683018523297,9.522780181723627,19.72,30.0
02a59618o0753c,170.420820357143,20.1747992857143,>20.5,0.0,3.0,c,22.185,59618.55166055,8289.37,6092.78,182.0,181.6,-2.0,7.7,183.8,1276.9,447.1,1.34,2.58,2.38,1.0,3.0,-0.4147,-2.910619294540145,11.205884283979556,19.72,30.0
02a59618o0809c,170.420820357143,20.1747992857143,>20.172984967354733,0.0,1.61,c,22.182,59618.57873635,8303.35,5974.89,216.0,181.4,11.9,7.4,179.0,50.9,464.8,0.97,2.51,2.33,1.0,3.0,-0.4207,16.631650465152852,10.34237087749001,19.75,30.0
04a59619o0417o,170.420820357143,20.1747992857143,>20.23,0.0,3.0,o,21.915,59619.25078154,4481.19,8164.92,185.0,180.3,-18.0,10.6,182.4,278.4,704.9,1.0,2.31,1.92,1.0,3.0,-0.4147,-24.262997807927405,14.28820982022392,19.28,30.0
04a59619o0423o,170.420820357143,20.1747992857143,>20.21,0.0,3.0,o,21.917,59619.25351522,4464.18,8125.97,192.0,181.9,-13.5,10.0,184.1,-108.7,633.6,1.2,2.44,1.97,1.0,3.0,-0.4097,-19.595148824362475,14.514925055083316,19.23,30.0
04a59619o0435o,170.420820357143,20.1747992857143,>19.817958562137232,0.0,1.12,o,21.919,59619.25907221,4526.15,8202.25,192.0,181.6,11.4,10.2,177.5,303.2,568.0,1.14,2.45,1.92,1.0,3.0,-0.3937,15.926887399664093,14.250372936541554,19.21,30.0
04a59619o0459o,170.420820357143,20.1747992857143,>20.2,0.0,3.0,o,21.92,59619.27004461,4553.3,8083.6,166.0,180.4,-18.5,10.9,184.1,652.3,539.8,0.9,2.37,1.88,1.0,3.0,-0.4107,-24.844866584822007,14.638326798624862,19.3,30.0
01a59620o0496o,170.420820357143,20.1747992857143,>20.09,0.0,3.0,o,22.199,59620.44797455,8455.42,9896.78,182.0,180.9,7.3,9.8,178.8,-899.9,733.3,1.04,2.74,2.59,1.0,3.0,-0.4897,12.98769054707661,17.435529775527506,19.23,30.0
01a59620o0505o,170.420820357143,20.1747992857143,>20.16,0.0,3.0,o,22.197,59620.45217435,8436.44,9856.37,202.0,180.7,-0.8,10.3,180.2,-569.5,587.6,1.1,2.59,2.45,1.0,3.0,-0.4977,-1.284442244250155,16.537193894720744,19.3,30.0
01a59620o0511o,170.420820357143,20.1747992857143,>19.662117216142082,0.0,1.97,o,22.088,59620.45495925,8496.31,9933.93,204.0,179.7,18.3,9.3,176.3,317.6,611.4,1.24,2.6,2.45,1.0,3.0,-0.4947,32.51990493420922,16.526509064926,19.2,30.0
01a59620o0522o,170.420820357143,20.1747992857143,>19.73391881282354,0.0,1.99,o,22.191,59620.46002565,8514.62,9815.53,181.0,180.6,18.5,9.3,178.3,355.0,775.5,1.48,2.63,2.5,1.0,3.0,-0.4917,30.776996195134096,15.471679168364709,19.32,30.0
02a59620o0586o,170.420820357143,20.1747992857143,>20.34,0.0,3.0,o,22.132,59620.48766035,2331.89,4518.26,163.0,181.5,-8.1,11.9,184.0,106.7,581.3,1.07,2.23,1.96,1.0,3.0,-0.4467,-9.074123767214017,13.331120102450223,19.47,30.0
02a59620o0590o,170.420820357143,20.1747992857143,>19.861063062374203,0.0,2.32,o,22.132,59620.48989885,2351.76,4556.25,223.0,181.5,29.7,12.8,178.2,949.3,677.4,1.39,2.19,1.91,1.0,3.0,-0.4507,31.95896283383405,13.773559739834207,19.48,30.0
02a59620o0612o,170.420820357143,20.1747992857143,>20.52,0.0,3.0,o,22.132,59620.50051585,2297.34,4473.08,192.0,181.8,8.7,11.2,183.6,1839.4,670.8,1.0,2.13,1.85,1.0,3.0,-0.4527,8.835463349968975,11.374389599960057,19.54,30.0
02a59620o0619o,170.420820357143,20.1747992857143,>20.35,0.0,3.0,o,22.134,59620.50371795,2278.64,4588.5,146.0,181.8,-47.3,13.6,183.0,-315.8,632.3,1.04,2.08,1.83,1.0,3.0,-0.4547,-46.40174474587436,13.341727876192206,19.59,30.0
02a59621o0575o,170.420820357143,20.1747992857143,>19.820747094602712,0.0,1.52,o,22.133,59621.48476025,2334.8,4514.89,193.0,182.7,20.5,13.5,183.3,929.6,738.5,1.01,2.15,1.91,1.0,3.0,-0.4497,21.616453026788854,14.235225163982903,19.4,30.0
02a59621o0579o,170.420820357143,20.1747992857143,>20.3,0.0,3.0,o,22.134,59621.48658625,2354.51,4553.88,158.0,183.1,-26.5,13.0,184.4,169.6,675.1,1.32,2.16,1.92,1.0,3.0,-0.4477,-28.14230069448876,13.805656944466186,19.4,30.0
02a59621o0585o,170.420820357143,20.1747992857143,>20.24,0.0,3.0,o,22.134,59621.48950185,2297.81,4475.83,187.0,181.4,-1.2,13.3,178.6,-526.2,746.2,1.23,2.2,1.95,1.0,3.0,-0.4417,-1.3109836744957202,14.530069058994233,19.38,30.0
02a59621o0597o,170.420820357143,20.1747992857143,>20.24,0.0,3.0,o,22.135,59621.49499045,2278.46,4592.42,255.0,181.8,8.5,12.7,182.0,525.9,773.7,1.37,2.26,2.0,1.0,3.0,-0.4337,9.7032250852508,14.497759833257076,19.34,30.0
02a59621o0716o,170.420820357143,20.1747992857143,>20.45,0.0,3.0,o,22.134,59621.55468415,8267.49,6032.67,216.0,181.0,-7.0,12.5,180.3,373.0,599.2,1.7,2.07,1.83,1.0,3.0,-0.4567,-6.846651468251634,12.226163336163635,19.62,30.0
01a59622o0392o,170.420820357143,20.1747992857143,>19.81,0.0,3.0,o,22.195,59622.39321525,8450.19,9920.28,213.0,179.2,5.2,11.4,177.2,-525.0,804.2,0.96,2.9,2.72,1.0,3.0,-0.4492,9.94326446900946,21.798695182059202,18.92,30.0
02a59622o0419o,170.420820357143,20.1747992857143,>20.12,0.0,3.0,o,22.115,59622.40639445,2326.53,4512.73,195.0,181.4,10.0,16.6,183.3,1717.8,815.1,1.67,2.06,1.83,1.0,3.0,-0.4577,9.914642414418587,16.458306407934856,19.26,30.0
02a59622o0424o,170.420820357143,20.1747992857143,>20.21,0.0,3.0,o,22.116,59622.40867915,2345.41,4550.43,185.0,183.1,-2.6,15.0,180.4,830.7,766.3,1.4,2.08,1.85,1.0,3.0,-0.4487,-2.607156831587709,15.041289413006016,19.21,30.0
01a59622o0441o,170.420820357143,20.1747992857143,>19.76,0.0,3.0,o,22.201,59622.41638815,8437.25,9870.13,201.0,180.9,-9.0,10.4,179.6,-829.5,733.7,1.05,3.08,2.96,1.0,3.0,-0.4407,-19.62653722205816,22.679554123267213,18.88,30.0
02a59622o0447o,170.420820357143,20.1747992857143,>20.15,0.0,3.0,o,22.121,59622.41921575,2287.47,4472.69,189.0,181.2,6.0,16.1,182.3,1396.1,848.8,0.96,2.08,1.84,1.0,3.0,-0.4507,5.967482493819613,16.012744691749297,19.29,30.0
02a59622o0453o,170.420820357143,20.1747992857143,>20.26,0.0,3.0,o,22.12,59622.42196335,2267.67,4589.63,209.0,182.9,13.1,14.7,182.8,1193.4,908.7,1.24,2.06,1.83,1.0,3.0,-0.4567,12.916604176868454,14.494204687020325,19.34,30.0
01a59622o0480o,170.420820357143,20.1747992857143,>19.93,0.0,3.0,o,22.205,59622.43514495,8496.96,9944.76,179.0,179.0,-9.8,10.8,176.5,-434.8,895.3,1.05,2.84,2.65,1.0,3.0,-0.4817,-18.25362124910934,20.116235662283756,19.07,30.0
01a59622o0519o,170.420820357143,20.1747992857143,>19.94,0.0,3.0,o,22.21,59622.45377555,8519.19,9815.2,157.0,180.2,-20.1,10.9,178.4,-656.0,824.1,0.71,2.81,2.65,1.0,3.0,-0.4767,-36.70345914102685,19.903865902347896,19.12,30.0
01a59623o0351o,170.420820357143,20.1747992857143,>19.59,0.0,3.0,o,22.183,59623.36711755,8437.1,9919.86,218.0,178.0,0.8,13.3,177.1,9.5,1031.2,1.06,2.98,2.76,1.0,3.0,-0.4657,1.637472738691312,27.22298428074306,18.63,30.0
01a59623o0356o,170.420820357143,20.1747992857143,>19.58,0.0,3.0,o,22.184,59623.36942235,8418.32,9880.22,148.0,180.2,7.3,13.0,177.2,-64.2,960.5,1.35,3.01,2.81,1.0,3.0,-0.4667,15.36577327856185,27.363705838534802,18.68,30.0
01a59623o0370o,170.420820357143,20.1747992857143,>19.65,0.0,3.0,o,22.189,59623.37604685,8481.02,9955.67,130.0,176.8,-9.4,12.8,176.6,-142.3,1104.2,0.97,2.98,2.73,1.0,3.0,-0.4657,-18.92629085719213,25.77197052894247,18.72,30.0
01a59623o0398o,170.420820357143,20.1747992857143,>19.6,0.0,3.0,o,22.195,59623.38897915,8502.84,9832.94,154.0,177.0,12.3,13.5,177.1,631.8,974.5,0.97,2.98,2.71,1.0,3.0,-0.4737,24.629149315060626,27.031993150676293,18.71,30.0
01a59624o0504o,170.420820357143,20.1747992857143,>19.54,0.0,3.0,o,22.045,59624.43521405,3316.73,3655.12,194.0,182.5,-4.6,12.6,185.6,2552.5,1103.1,1.09,3.02,2.64,1.0,3.0,-0.4827,-10.527553249080519,28.836341508350987,18.55,30.0
01a59624o0508o,170.420820357143,20.1747992857143,>19.75,0.0,3.0,o,22.212,59624.43720235,3296.92,3616.17,187.0,181.5,-2.1,13.0,182.2,781.1,1132.3,0.98,2.93,2.53,1.0,3.0,-0.5007,-3.8955266658065666,24.11516507404065,18.75,30.0
01a59624o0514o,170.420820357143,20.1747992857143,>19.23328213821437,0.0,1.01,o,22.214,59624.43998015,3356.91,3692.71,220.0,182.1,13.6,13.4,180.8,1352.5,1183.1,1.09,2.9,2.54,1.0,3.0,-0.4987,24.976372804430927,24.609073204365767,18.75,30.0
01a59624o0525o,170.420820357143,20.1747992857143,>19.74,0.0,3.0,o,22.213,59624.44508495,3375.63,3575.72,191.0,178.8,-1.0,12.8,178.4,16.8,992.2,1.05,2.93,2.6,1.0,3.0,-0.4917,-1.8888597558673423,24.177404875101985,18.75,30.0
02a59624o0248o,170.420820357143,20.1747992857143,>20.01,0.0,3.0,o,22.135,59624.54708595,8252.73,6047.96,185.0,184.4,16.3,17.5,184.2,177.0,865.4,1.32,2.14,1.89,1.0,3.0,-0.4547,16.975474681594566,18.22520287901257,19.04,30.0
02a59624o0309o,170.420820357143,20.1747992857143,>19.43599018282542,0.0,1.14,o,22.131,59624.57610365,8228.79,6008.68,218.0,182.3,22.5,19.8,180.3,-217.5,1036.3,0.93,2.11,1.89,1.0,3.0,-0.4547,23.189187004311968,20.406484563794535,18.98,30.0
02a59624o0334o,170.420820357143,20.1747992857143,>19.91,0.0,3.0,o,22.132,59624.58810295,8288.17,6090.93,178.0,181.2,18.3,20.2,179.3,-425.2,1302.8,0.82,2.08,1.84,1.0,3.0,-0.4577,18.133890668380154,20.016644344332192,19.02,30.0
02a59624o0341o,170.420820357143,20.1747992857143,>19.94,0.0,3.0,o,22.129,59624.59131575,8307.61,5973.98,182.0,181.2,-18.6,19.4,182.4,-107.8,909.5,0.93,2.08,1.86,1.0,3.0,-0.4537,-18.61435399111562,19.41497136707758,19.03,30.0
02a59625o0307o,170.420820357143,20.1747992857143,>19.52,0.0,3.0,o,22.119,59625.38816125,2326.85,4515.96,193.0,180.6,-6.6,25.3,185.9,994.2,1589.4,1.05,2.23,1.94,1.0,3.0,-0.4447,-7.392805388736117,28.339087323488446,18.52,30.0
02a59625o0326o,170.420820357143,20.1747992857143,>19.55,0.0,3.0,o,22.122,59625.39693685,2346.58,4556.74,50.0,179.2,-47.2,23.2,178.7,-723.0,1484.4,1.34,2.29,2.02,1.0,3.0,-0.4447,-56.375135106509234,27.709812170996067,18.53,30.0
02a59625o0330o,170.420820357143,20.1747992857143,>19.56,0.0,3.0,o,22.12,59625.39876485,2288.55,4478.73,117.0,183.8,-54.1,20.8,184.1,2236.2,1195.5,1.5,2.41,2.1,1.0,3.0,-0.4317,-69.98296648376788,26.906574914276753,18.5,30.0
