MJD	m	dm	uJy	duJy	F	err	chi/N	RA	Dec	x	y	maj	min	phi	apfit	mag5sig	Sky	Obs
58134.578527	-22.031	1.675	-6	9	c	0	0.8	136.46285	-8.58543	1106.79	9012.82	2.63	2.41	13.3	-0.43700000000000006	19.77	21.78	02a58134o0809c
58221.309039	-24.921999999999997	21.666999999999998	0	8	c	0	1.09	136.46285	-8.58543	2683.09	6152.39	2.56	2.46	-63.1	-0.39899999999999997	19.71	21.61	02a58221o0179c
58221.317777	-21.308000000000003	0.8170000000000001	-11	9	c	0	0.9	136.46285	-8.58543	2742.65	6229.48	2.61	2.48	-66.7	-0.39399999999999996	19.69	21.6	02a58221o0198c
58221.326521	-20.811	0.45799999999999996	-17	8	c	0	1.6	136.46285	-8.58543	2763.48	6112.82	2.54	2.44	-69.3	-0.42100000000000004	19.74	21.61	02a58221o0217c
58226.345009000004	17.867	0.8190000000000001	259	212	c	0	1.61	136.46285	-8.58543	1572.32	6686.06	2.85	2.62	-59.4	-0.38299999999999995	16.01	17.46	02a58226o0054c
58226.355395000006	15.767999999999999	0.807	1789	1444	c	0	1.23	136.46285	-8.58543	1555.83	6645.53	2.75	2.5	-58.5	-0.36200000000000004	14.17	15.54	02a58226o0076c
58226.366243	17.222	0.867	469	407	c	0	1.05	136.46285	-8.58543	1615.83	6721.43	2.61	2.55	-43.5	-0.423	15.43	16.84	02a58226o0099c
58226.37665700001	19.741	2.7	46	124	c	0	1.04	136.46285	-8.58543	1637.09	6603.91	2.51	2.41	-45.7	-0.41700000000000004	16.67	18.08	02a58226o0121c
58454.628501	21.947	10.214	6	62	c	0	1.26	136.46285	-8.58543	29.83	6454.53	2.82	2.52	20.3	-0.402	19.59	21.54	02a58454o0934c
58454.640082000005	-21.395	0.8	-10	8	c	0	1.76	136.46285	-8.58543	9793.05	6489.38	2.86	2.74	86.9	-0.43799999999999994	19.57	21.5	02a58454o0958c
58454.646889999996	20.398	0.513	25	13	c	0	0.82	136.46285	-8.58543	68.33	6492.5	2.91	2.71	36.3	-0.391	19.56	21.47	02a58454o0972c
58454.649272	21.75	1.5230000000000001	7	11	c	0	1.1	136.46285	-8.58543	9772.77	6450.47	2.84	2.68	83.7	-0.449	19.57	21.39	02a58454o0977c
58454.65614500001	-21.951	1.63	-6	10	c	0	1.95	136.46285	-8.58543	108.32	6378.45	2.62	2.47	22.1	-0.395	19.36	20.83	02a58454o0991c
58454.658487	-23.491	10.889000000000001	-2	16	c	0	1.01	136.46285	-8.58543	9830.92	6528.38	2.79	2.65	84.5	-0.442	19.22	20.44	02a58454o0996c
58454.667704	-19.162	1.0	-78	78	c	0	1.28	136.46285	-8.58543	9851.12	6413.03	2.79	2.64	-86.4	-0.48200000000000004	17.49	18.17	02a58454o1015c
58458.58046699999	-20.625	0.45799999999999996	-20	9	c	0	1.04	136.46285	-8.58543	2311.72	8325.71	2.57	2.37	13.7	-0.45299999999999996	19.77	21.77	02a58458o0485c
58458.589966	22.641	2.72	3	9	c	0	1.18	136.46285	-8.58543	2332.58	8365.46	2.52	2.35	15.0	-0.451	19.8	21.8	02a58458o0503c
58458.60028300001	-24.04	9.714	-1	8	c	0	1.02	136.46285	-8.58543	2267.94	8289.38	2.51	2.3	13.0	-0.45299999999999996	19.82	21.8	02a58458o0522c
58458.610229	22.566	2.84	3	10	c	0	0.91	136.46285	-8.58543	2254.1	8406.98	2.61	2.42	18.2	-0.45	19.77	21.79	02a58458o0541c
58462.57330900001	20.996	0.675	14	10	c	0	0.98	136.46285	-8.58543	4235.17	6388.86	3.01	2.89	-4.1	-0.41100000000000003	19.61	21.91	02a58462o0805c
58462.58313200001	20.355999999999998	0.31	26	8	c	0	1.36	136.46285	-8.58543	6343.38	4120.3	3.21	3.13	62.1	-0.39399999999999996	19.52	21.93	02a58462o0823c
58462.59235	21.773000000000003	1.2919999999999998	7	9	c	0	1.1	136.46285	-8.58543	4201.12	6347.98	2.68	2.65	18.9	-0.414	19.74	21.93	02a58462o0840c
58462.602016	23.058000000000003	3.917	2	8	c	0	1.43	136.46285	-8.58543	4178.85	6464.5	2.98	2.95	43.9	-0.402	19.63	21.93	02a58462o0858c
58486.521234	-21.784000000000002	1.3619999999999999	-7	10	c	0	1.22	136.46285	-8.58543	2494.39	242.25	2.77	2.41	50.3	-0.409	19.7	21.78	02a58486o0688c
58486.529028	-21.061	0.718	-14	10	c	0	0.92	136.46285	-8.58543	6118.05	9978.78	2.84	2.73	10.7	-0.418	19.63	21.77	02a58486o0704c
58486.53000700001	22.305999999999997	2.345	4	10	c	0	0.97	136.46285	-8.58543	2473.21	203.71	2.78	2.45	47.7	-0.405	19.68	21.76	02a58486o0706c
58486.537778	-21.601	1.0	-8	8	c	0	1.39	136.46285	-8.58543	6097.24	9940.36	2.84	2.71	25.3	-0.41600000000000004	19.65	21.77	02a58486o0722c
58486.538235	21.406999999999996	1.136	10	11	c	0	1.07	136.46285	-8.58543	2530.53	284.48	2.74	2.46	46.8	-0.413	19.66	21.77	02a58486o0723c
58486.545771000005	-21.619	0.917	-8	8	c	0	1.4	136.46285	-8.58543	6154.29	10020.38	2.82	2.66	25.9	-0.431	19.68	21.79	02a58486o0739c
58486.546824000005	23.826	8.429	1	9	c	0	1.32	136.46285	-8.58543	2549.9	168.32	2.81	2.46	45.5	-0.413	19.68	21.78	02a58486o0741c
58486.554586	22.248	2.0709999999999997	5	10	c	0	1.06	136.46285	-8.58543	6171.08	9904.79	2.71	2.65	34.8	-0.43	19.69	21.79	02a58486o0757c
58490.507798	21.331999999999997	0.899	11	10	c	0	1.14	136.46285	-8.58543	2493.32	6072.14	2.67	2.62	-7.5	-0.413	19.63	21.82	02a58490o0660c
58490.516523	-21.495	0.9	-9	8	c	0	1.23	136.46285	-8.58543	2472.96	6034.51	2.67	2.58	-12.2	-0.414	19.63	21.81	02a58490o0678c
58490.524692	21.403000000000002	0.7879999999999999	10	8	c	0	1.22	136.46285	-8.58543	2529.57	6113.35	2.64	2.6	-23.4	-0.41200000000000003	19.6	21.83	02a58490o0695c
58490.533289	22.015	1.421	6	8	c	0	1.23	136.46285	-8.58543	2548.84	5999.09	2.63	2.59	-35.4	-0.406	19.63	21.85	02a58490o0713c
58494.475652	22.078000000000003	1.714	5	9	c	0	0.89	136.46285	-8.58543	8107.39	6410.76	2.64	2.59	66.0	-0.409	19.69	21.88	02a58494o0585c
58494.484257000004	21.873	1.119	6	7	c	0	2.11	136.46285	-8.58543	8132.12	6448.11	2.65	2.61	86.5	-0.40299999999999997	19.72	21.89	02a58494o0602c
58494.493101	-21.206	0.7090000000000001	-12	8	c	0	1.19	136.46285	-8.58543	8073.67	6372.08	2.64	2.57	87.4	-0.40700000000000003	19.71	21.9	02a58494o0619c
58494.501276999996	-22.124000000000002	1.6	-5	8	c	0	1.24	136.46285	-8.58543	8052.44	6488.5	2.6	2.52	-79.1	-0.413	19.7	21.92	02a58494o0636c
58518.464579	-22.234	1.839	-5	8	c	0	1.0	136.46285	-8.58543	606.01	2183.62	2.76	2.45	38.1	-0.475	19.78	21.85	02a58518o0523c
58518.473424	-22.726999999999997	2.65	-3	8	c	0	1.66	136.46285	-8.58543	586.34	2144.04	2.73	2.42	34.0	-0.48100000000000004	19.81	21.85	02a58518o0541c
58518.474390999996	22.406999999999996	2.2	4	9	c	0	1.06	136.46285	-8.58543	10230.2	2201.34	2.76	2.61	61.6	-0.45399999999999996	19.81	21.84	02a58518o0543c
58518.48173300001	-21.331	0.685	-11	7	c	0	1.48	136.46285	-8.58543	644.28	2222.7	2.72	2.42	31.2	-0.475	19.77	21.85	02a58518o0558c
58518.483325	21.401999999999997	0.81	10	8	c	0	1.31	136.46285	-8.58543	10210.93	2163.0	2.77	2.62	63.1	-0.46299999999999997	19.8	21.85	02a58518o0561c
58518.490699	21.648000000000003	0.945	8	8	c	0	1.69	136.46285	-8.58543	663.03	2107.43	2.68	2.37	33.7	-0.486	19.79	21.84	02a58518o0576c
58518.491696000005	-21.463	0.9179999999999999	-9	9	c	0	1.41	136.46285	-8.58543	10268.35	2240.93	2.66	2.61	53.4	-0.461	19.79	21.84	02a58518o0578c
58518.500592	24.131999999999998	10.2	1	8	c	0	1.41	136.46285	-8.58543	10288.39	2125.95	2.78	2.64	27.2	-0.45799999999999996	19.78	21.84	02a58518o0596c
58574.387299	-23.406	9.4	-2	15	c	0	1.17	136.46285	-8.58543	10287.86	4086.41	3.71	3.25	-12.2	-0.379	19.1	21.38	02a58574o0011c
58578.35205	-23.497	4.545	-1	7	c	0	1.55	136.46285	-8.58543	4417.18	2228.17	2.52	2.37	66.3	-0.39799999999999996	19.71	21.72	02a58578o0284c
58578.361020000004	24.585	14.75	0	8	c	0	1.26	136.46285	-8.58543	4398.0	2189.17	2.53	2.37	70.9	-0.396	19.66	21.72	02a58578o0303c
58578.369915999996	-22.916999999999998	3.333	-2	8	c	0	1.0	136.46285	-8.58543	4456.38	2267.71	2.57	2.4	70.2	-0.39299999999999996	19.65	21.68	02a58578o0322c
58578.378975	-21.531	0.8240000000000001	-9	7	c	0	1.3	136.46285	-8.58543	4477.66	2150.58	2.49	2.34	77.9	-0.39899999999999997	19.68	21.67	02a58578o0341c
58582.345936	-20.375999999999998	0.38	-26	10	c	0	1.26	136.46285	-8.58543	4165.58	8035.84	2.65	2.52	-64.8	-0.401	19.55	21.51	02a58582o0268c
58582.354976	21.344	0.904	10	10	c	0	1.1	136.46285	-8.58543	4147.02	7995.9	2.54	2.45	75.2	-0.401	19.6	21.5	02a58582o0287c
58582.36403	-20.706	0.5429999999999999	-19	10	c	0	1.1	136.46285	-8.58543	4204.74	8072.89	2.56	2.46	85.1	-0.4	19.56	21.45	02a58582o0306c
58582.372988999996	-22.517	3.043	-4	11	c	0	1.13	136.46285	-8.58543	4225.38	7956.12	2.64	2.51	-65.6	-0.39899999999999997	19.52	21.41	02a58582o0325c
58610.297525	20.754	0.483	18	9	c	0	1.13	136.46285	-8.58543	255.31	8022.86	2.49	2.31	-60.9	-0.392	19.63	21.28	02a58610o0115c
58610.310794000005	-20.871	0.511	-16	8	c	0	1.39	136.46285	-8.58543	240.28	7981.65	2.49	2.34	-69.0	-0.39	19.62	21.27	02a58610o0142c
58610.313171	21.64	1.264	8	10	c	0	1.35	136.46285	-8.58543	10011.72	8058.6	2.67	2.61	-79.7	-0.39899999999999997	19.65	21.34	02a58610o0147c
58610.319772	-21.791	1.4040000000000001	-7	10	c	0	0.93	136.46285	-8.58543	300.21	8058.95	2.43	2.32	-63.2	-0.39399999999999996	19.59	21.24	02a58610o0161c
58610.322133	-21.1	0.826	-13	11	c	0	0.82	136.46285	-8.58543	9993.72	8019.11	2.67	2.61	-77.6	-0.39899999999999997	19.64	21.31	02a58610o0166c
58610.328653	22.004	1.617	6	9	c	0	1.49	136.46285	-8.58543	323.74	7940.75	2.43	2.25	-53.9	-0.40700000000000003	19.57	21.23	02a58610o0180c
58610.331037	22.854	3.9410000000000003	3	10	c	0	1.16	136.46285	-8.58543	10053.99	8096.67	2.65	2.61	-57.2	-0.39899999999999997	19.59	21.3	02a58610o0185c
58610.339951999995	-21.426	1.082	-10	11	c	0	1.17	136.46285	-8.58543	10075.23	7979.07	2.74	2.56	-52.3	-0.40399999999999997	19.58	21.24	02a58610o0204c
58782.611335	-21.401999999999997	2.5140000000000002	-10	25	c	0	0.79	136.46285	-8.58543	5505.64	3677.01	2.64	2.31	37.0	-0.386	18.7	20.26	02a58782o0776c
58782.614428	22.486	4.062	4	15	c	0	1.18	136.46285	-8.58543	5516.6	3718.25	2.42	2.34	34.0	-0.39	18.84	20.36	02a58782o0782c
58782.620569000006	19.945999999999998	0.8	38	30	c	0	0.93	136.46285	-8.58543	5466.38	3638.49	2.37	2.27	52.6	-0.395	18.32	19.8	02a58782o0794c
58782.63394199999	-20.963	0.741	-15	11	c	0	1.21	136.46285	-8.58543	5447.21	3756.01	2.33	2.25	43.9	-0.39799999999999996	19.39	20.91	02a58782o0821c
58790.529562	22.055	2.175	6	12	c	0	1.29	136.46285	-8.58543	1369.31	7267.57	2.4	2.31	-0.1	-0.413	19.34	20.89	02a58790o0729c
58790.533075	21.857	1.551	7	10	c	0	1.38	136.46285	-8.58543	1390.91	7305.23	2.39	2.3	-13.9	-0.408	19.38	20.9	02a58790o0736c
58790.53918099999	22.124000000000002	2.3080000000000003	5	12	c	0	1.07	136.46285	-8.58543	1334.64	7228.51	2.39	2.29	-21.3	-0.413	19.41	20.95	02a58790o0749c
58790.549625	-22.566	2.63	-3	9	c	0	1.44	136.46285	-8.58543	1313.67	7343.72	2.37	2.26	-34.3	-0.42100000000000004	19.42	21.0	02a58790o0770c
58794.568419	-22.265	2.375	-4	11	c	0	1.19	136.46285	-8.58543	1079.34	1437.95	2.62	2.38	-59.4	-0.41100000000000003	19.51	21.18	02a58794o0660c
58794.57139	-21.503	1.032	-9	9	c	0	1.25	136.46285	-8.58543	1099.41	1476.31	2.71	2.34	-60.3	-0.41600000000000004	19.54	21.22	02a58794o0666c
58794.576720000005	21.583000000000002	1.21	8	10	c	0	0.93	136.46285	-8.58543	1039.28	1399.0	2.56	2.39	-66.1	-0.405	19.53	21.25	02a58794o0677c
58794.587541999994	21.401999999999997	0.907	10	9	c	0	1.15	136.46285	-8.58543	1018.38	1515.55	2.54	2.35	-62.1	-0.41	19.6	21.31	02a58794o0700c
58814.520314999994	20.589000000000002	1.595	21	34	c	0	1.22	136.46285	-8.58543	7461.29	3597.19	2.86	2.45	34.5	-0.37200000000000005	18.31	20.1	02a58814o0624c
58814.524324	-19.535999999999998	0.43	-56	24	c	0	1.07	136.46285	-8.58543	7481.13	3636.2	2.79	2.41	36.4	-0.37799999999999995	18.58	20.38	02a58814o0632c
58814.53030399999	19.854	0.9570000000000001	42	40	c	0	1.0	136.46285	-8.58543	7424.39	3557.72	2.85	2.42	32.7	-0.37200000000000005	18.29	20.1	02a58814o0644c
58814.54014600001	21.965999999999998	2.481	6	15	c	0	1.34	136.46285	-8.58543	7409.42	3673.66	2.48	2.39	39.2	-0.389	19.09	20.88	02a58814o0665c
58846.49630700001	20.818	0.595	17	10	c	0	0.95	136.46285	-8.58543	7670.36	7457.96	3.24	3.16	-58.5	-0.38799999999999996	19.59	21.99	02a58846o0655c
58846.499648000005	0.0	21.311	0	11	c	0	1.01	136.46285	-8.58543	7689.66	7496.68	3.58	3.46	-83.1	-0.402	19.47	21.99	02a58846o0662c
58846.504836	22.008000000000003	1.68	6	10	c	0	1.19	136.46285	-8.58543	7631.6	7417.57	3.37	3.2	-80.3	-0.396	19.59	22.0	02a58846o0673c
58846.516403999995	20.717	0.45299999999999996	19	8	c	0	1.41	136.46285	-8.58543	7607.33	7540.87	3.11	2.96	-63.3	-0.41	19.63	22.0	02a58846o0697c
58869.548123	22.590999999999998	2.32	3	8	c	0	1.4	136.46285	-8.58543	4937.31	4949.51	2.58	2.39	42.5	-0.396	19.74	21.88	02a58869o0723c
58869.55094	22.86	3.158	3	8	c	0	0.67	136.46285	-8.58543	4917.48	4911.0	2.73	2.32	39.7	-0.405	19.74	21.84	02a58869o0729c
58869.556728999996	22.682	2.455	3	8	c	0	1.2	136.46285	-8.58543	4978.88	4991.16	2.62	2.45	45.7	-0.39299999999999996	19.69	21.82	02a58869o0741c
58869.567342999995	21.18	0.602	12	7	c	0	1.2	136.46285	-8.58543	5001.21	4874.34	2.49	2.41	53.1	-0.39799999999999996	19.72	21.77	02a58869o0762c
58870.446058	-23.076	3.722	-2	8	c	0	0.96	136.46285	-8.58543	5628.87	5605.12	2.42	2.24	32.9	-0.405	19.89	21.97	02a58870o0532c
58870.448809	-21.791	0.9490000000000001	-7	7	c	0	1.63	136.46285	-8.58543	5647.98	5643.55	2.4	2.24	33.3	-0.406	19.9	21.97	02a58870o0538c
58870.45609299999	-23.479	4.75	-2	7	c	0	1.31	136.46285	-8.58543	5588.86	5566.5	2.47	2.29	32.6	-0.4	19.87	21.97	02a58870o0553c
58870.465829999994	-22.439	2.0	-4	8	c	0	0.96	136.46285	-8.58543	5572.32	5683.39	2.43	2.26	37.3	-0.405	19.87	21.96	02a58870o0574c
58873.517283	21.406999999999996	0.833	10	8	c	0	0.99	136.46285	-8.58543	4936.87	4945.95	2.77	2.31	40.8	-0.387	19.78	21.88	02a58873o0666c
58873.520491999996	22.13	1.7	5	9	c	0	1.01	136.46285	-8.58543	4918.52	4907.81	2.58	2.27	42.7	-0.39899999999999997	19.84	21.87	02a58873o0673c
58873.527351	-22.525	1.786	-4	6	c	0	1.8	136.46285	-8.58543	4976.91	4986.25	2.59	2.25	40.0	-0.39399999999999996	19.83	21.86	02a58873o0687c
58873.538767	-21.338	0.575	-11	6	c	0	2.24	136.46285	-8.58543	4996.7	4870.15	2.65	2.28	40.4	-0.395	19.77	21.83	02a58873o0711c
58874.465453	21.863000000000003	1.271	6	8	c	0	1.07	136.46285	-8.58543	5846.1	9495.12	2.62	2.35	-54.3	-0.414	19.93	22.08	02a58874o0575c
58874.47253300001	21.933000000000003	1.213	6	7	c	0	1.32	136.46285	-8.58543	4707.29	1020.08	2.57	2.3	-63.2	-0.41600000000000004	19.82	22.09	02a58874o0590c
58874.477474	21.811999999999998	0.981	7	7	c	0	1.26	136.46285	-8.58543	4765.19	1100.05	2.61	2.29	-58.5	-0.418	19.85	22.1	02a58874o0600c
58874.491776999996	21.267	0.696	11	8	c	0	1.01	136.46285	-8.58543	4784.71	984.56	2.48	2.24	-63.5	-0.42100000000000004	19.87	22.1	02a58874o0630c
58877.481988	21.679000000000002	1.036	8	8	c	0	1.12	136.46285	-8.58543	4722.66	1063.36	2.59	2.47	80.0	-0.40700000000000003	19.69	21.94	02a58877o0588c
58877.484985	21.421	0.685	10	7	c	0	1.66	136.46285	-8.58543	4703.41	1026.18	2.54	2.42	76.8	-0.405	19.74	21.94	02a58877o0594c
58877.502942	-21.029	0.514	-14	7	c	0	0.98	136.46285	-8.58543	4762.44	1104.0	2.5	2.37	-77.7	-0.41200000000000003	19.78	21.91	02a58877o0632c
58877.508939	23.070999999999998	3.437	2	7	c	0	1.5	136.46285	-8.58543	4785.38	991.29	2.53	2.39	-83.5	-0.41	19.74	21.9	02a58877o0645c
58878.362682000006	21.604	1.1840000000000002	8	10	c	0	1.3	136.46285	-8.58543	5840.41	9490.99	2.46	2.44	-81.9	-0.40399999999999997	19.18	21.12	02a58878o0343c
58878.365996	-23.254	5.4	-2	10	c	0	1.43	136.46285	-8.58543	5860.08	9529.07	2.58	2.42	-55.6	-0.406	19.43	21.39	02a58878o0350c
58878.37155900001	21.769000000000002	1.348	7	10	c	0	1.38	136.46285	-8.58543	5800.89	9451.68	2.48	2.44	-70.4	-0.405	19.64	21.57	02a58878o0362c
58878.38326	22.752	6.332999999999999	3	18	c	0	1.55	136.46285	-8.58543	5781.6	9568.4	2.51	2.38	-58.8	-0.40700000000000003	19.11	20.92	02a58878o0387c
58902.39114299999	21.656	0.9540000000000001	8	8	c	0	1.25	136.46285	-8.58543	3144.9	3284.8	2.45	2.26	-55.7	-0.40399999999999997	19.8	21.82	02a58902o0394c
58902.39405	21.436	1.015	10	10	c	0	1.02	136.46285	-8.58543	7403.84	7226.23	2.62	2.54	44.6	-0.405	19.75	21.83	02a58902o0400c
58902.404104999994	22.357	2.286	4	10	c	0	0.92	136.46285	-8.58543	7462.93	7306.66	2.64	2.53	-67.6	-0.409	19.74	21.85	02a58902o0420c
58902.410423	22.044	1.676	6	9	c	0	0.81	136.46285	-8.58543	7481.16	7190.4	2.65	2.56	65.5	-0.401	19.79	21.86	02a58902o0433c
58929.412388	23.213	4.667	2	9	c	0	1.14	136.46285	-8.58543	3003.74	5034.37	2.4	2.27	-69.5	-0.405	19.69	21.57	02a58929o0405c
58929.415325	-23.089000000000002	3.9410000000000003	-2	8	c	0	0.9	136.46285	-8.58543	2986.8	4995.67	2.39	2.25	50.9	-0.39899999999999997	19.72	21.58	02a58929o0411c
58929.420602	-26.239	80.0	0	9	c	0	1.06	136.46285	-8.58543	3045.95	5077.52	2.26	2.19	-72.9	-0.413	19.72	21.56	02a58929o0422c
58929.43040599999	25.443	38.0	0	9	c	0	1.02	136.46285	-8.58543	3064.65	4958.03	2.31	2.21	-61.5	-0.41200000000000003	19.69	21.52	02a58929o0442c
58930.366916	21.964000000000002	1.489	6	9	c	0	1.36	136.46285	-8.58543	3211.46	8913.36	2.47	2.23	-51.6	-0.42	19.74	21.78	02a58930o0303c
58930.370278999995	23.955	10.286	1	10	c	0	1.15	136.46285	-8.58543	3193.97	8873.42	2.56	2.31	-52.6	-0.414	19.72	21.76	02a58930o0310c
58930.376435000006	20.595	0.45799999999999996	21	10	c	0	1.21	136.46285	-8.58543	3252.82	8952.12	2.66	2.4	-51.5	-0.409	19.68	21.76	02a58930o0321c
58930.386595	20.796999999999997	0.6829999999999999	17	12	c	0	0.72	136.46285	-8.58543	3274.96	8835.38	2.49	2.29	-51.9	-0.413	19.66	21.61	02a58930o0342c
58934.308998	19.654	0.414	50	21	c	0	1.06	136.46285	-8.58543	3219.95	8911.71	3.65	3.25	-49.6	-0.37	18.83	21.11	02a58934o0196c
58934.31225	-20.415	0.5	-25	12	c	0	1.25	136.46285	-8.58543	3200.76	8871.77	3.13	2.83	-49.9	-0.389	19.35	21.56	02a58934o0203c
58934.317846000005	-21.261	1.2770000000000001	-11	14	c	0	0.86	136.46285	-8.58543	3259.41	8950.92	3.48	3.1	-50.6	-0.37799999999999995	19.39	21.74	02a58934o0215c
58934.328627999996	21.522	1.239	9	11	c	0	1.08	136.46285	-8.58543	3282.93	8835.51	3.08	2.74	-49.7	-0.389	19.5	21.73	02a58934o0238c
58957.363494000005	21.986	9.2	6	54	c	0	1.18	136.46285	-8.58543	7156.96	1466.63	2.56	2.5	-77.9	-0.381	17.82	19.39	02a58957o0265c
58957.36634400001	21.826	8.077	7	54	c	0	0.84	136.46285	-8.58543	7139.97	1427.34	2.51	2.43	-68.6	-0.38299999999999995	17.94	19.46	02a58957o0271c
58957.372642999995	-22.354	9.333	-4	39	c	0	1.11	136.46285	-8.58543	7196.34	1503.12	2.48	2.4	-71.8	-0.385	18.04	19.55	02a58957o0284c
58957.383915	-20.961	2.077	-15	31	c	0	1.41	136.46285	-8.58543	7218.36	1385.82	2.61	2.48	-56.1	-0.41	18.36	19.96	02a58957o0306c
58958.294815999994	23.493000000000002	6.25	2	9	c	0	1.4	136.46285	-8.58543	7164.6	1462.3	2.41	2.31	-73.9	-0.397	19.71	21.47	02a58958o0153c
58958.298016999994	25.445	33.0	0	8	c	0	1.05	136.46285	-8.58543	7146.5	1423.29	2.42	2.27	-67.0	-0.39899999999999997	19.69	21.46	02a58958o0160c
58958.304714	21.555999999999997	0.972	9	8	c	0	1.05	136.46285	-8.58543	7205.79	1501.89	2.44	2.24	-64.4	-0.402	19.73	21.46	02a58958o0174c
58958.316030999995	21.406999999999996	0.8640000000000001	10	9	c	0	1.27	136.46285	-8.58543	7226.74	1385.46	2.45	2.25	-62.7	-0.402	19.65	21.44	02a58958o0198c
58962.309641	-17.625999999999998	0.575	-323	186	c	0	1.12	136.46285	-8.58543	1163.08	7061.45	2.72	2.34	42.8	-0.38	16.44	17.89	02a58962o0165c
58962.312863	-18.559	0.639	-137	88	c	0	1.18	136.46285	-8.58543	1144.41	7021.99	2.53	2.31	47.3	-0.39899999999999997	17.12	18.58	02a58962o0172c
58962.318439999995	-22.348000000000003	12.167	-4	51	c	0	1.29	136.46285	-8.58543	1202.18	7100.56	2.77	2.36	42.0	-0.37200000000000005	17.71	19.22	02a58962o0184c
